"COUNT","Worst Inj. FSMN","State Highway","Crash Day","Crash Month","Crash Year","Crash Hour","Police District","Police Area","Police Station","Crash ID"
1,Fatal,Yes,20,01,2011,11,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - BAY VIEW",201110011
1,Fatal,Yes,20,01,2011,12,Southern,"Southern - Otago Rural","Southern - Otago Rural - CROMWELL",201120001
1,Fatal,Yes,20,01,2012,18,Waikato,"Waikato - Waikato East","Waikato - Waikato East - TAIRUA",201200010
1,Fatal,Yes,20,02,2008,17,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - PUTARURU",2800030
1,Fatal,Yes,20,02,2009,14,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",2900027
1,Fatal,Yes,20,02,2011,16,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",201100023
1,Fatal,Yes,20,03,2009,14,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TURANGI",2900042
1,Fatal,Yes,20,04,2008,02,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TE TEKO",2800057
1,Fatal,Yes,20,04,2009,10,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",2900059
1,Fatal,Yes,20,04,2009,17,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",2900060
1,Fatal,Yes,20,04,2012,17,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TE KARAKA",201210025
1,Fatal,Yes,20,05,2009,09,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",2920025
1,Fatal,Yes,20,05,2011,11,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",201100052
1,Fatal,Yes,20,06,2009,15,Waikato,"Waikato - Waikato East","Waikato - Waikato East - THAMES",2900103
1,Fatal,Yes,20,06,2010,00,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",201020035
1,Fatal,Yes,20,07,2009,04,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",2900117
1,Fatal,Yes,20,07,2012,07,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KAUWHATA",201200063
1,Fatal,Yes,20,08,2011,01,Central,"Central - Manawatu","Central - Manawatu - LINTON",201110049
1,Fatal,Yes,20,09,2008,21,Central,"Central - Taranaki","Central - Taranaki - HAWERA",2810056
1,Fatal,Yes,20,09,2012,09,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KUITI",201200087
1,Fatal,Yes,20,10,2012,14,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TEMUKA",201220051
1,Fatal,Yes,20,10,2012,21,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TE KARAKA",201210059
1,Fatal,Yes,20,12,2012,11,Central,"Central - Manawatu","Central - Manawatu - OTAKI",201210081
1,Fatal,Yes,20,12,2012,17,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",201200132
1,Fatal,Yes,21,01,2008,19,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",2800011
1,Fatal,Yes,21,01,2011,23,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WAIHI",201100009
1,Fatal,Yes,21,02,2008,20,Southern,"Southern - Southland","Southern - Southland - GORE",2820018
1,Fatal,Yes,21,02,2009,12,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TOKOROA",2900028
1,Fatal,Yes,21,02,2009,13,Southern,"Southern - Southland","Southern - Southland - BLUFF",2920006
1,Fatal,Yes,21,02,2009,18,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - WAIKARI",2920007
1,Fatal,Yes,21,02,2009,20,Central,"Central - Manawatu","Central - Manawatu - FEILDING",2910019
1,Fatal,Yes,21,02,2010,02,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MURCHISON",201010023
1,Fatal,Yes,21,03,2008,03,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - WAIKARI",2820027
1,Fatal,Yes,21,03,2011,14,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201100032
1,Fatal,Yes,21,07,2009,03,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",2900118
1,Fatal,Yes,21,08,2008,No hours,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - EDGECUMBE",2800120
1,Fatal,Yes,21,08,2009,11,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",2900131
1,Fatal,Yes,21,08,2011,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201100083
1,Fatal,Yes,21,08,2012,23,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201200070
1,Fatal,Yes,21,09,2008,12,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TANEATUA",2800129
1,Fatal,Yes,21,09,2010,19,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TEMUKA",201020052
1,Fatal,Yes,21,09,2011,18,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201100100
1,Fatal,Yes,21,11,2009,18,Tasman,"Tasman - Marlborough","Tasman - Marlborough - KAIKOURA",2920053
1,Fatal,Yes,21,12,2009,00,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TE KAHA",2900177
1,Fatal,Yes,21,12,2009,16,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - HANMER SPRINGS",2920061
1,Fatal,Yes,21,12,2010,01,Central,"Central - Manawatu","Central - Manawatu - DANNEVIRKE",201010099
1,Fatal,Yes,22,01,2008,12,Central,"Central - Taranaki","Central - Taranaki - BELL BLOCK",2810006
1,Fatal,Yes,22,02,2009,06,Central,"Central - Taranaki","Central - Taranaki - MOKAU",2910018
1,Fatal,Yes,22,02,2009,20,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2900029
1,Fatal,Yes,22,03,2008,18,Tasman,"Tasman - West Coast","Tasman - West Coast - GREYMOUTH",2820029
1,Fatal,Yes,22,03,2009,16,Northland,"Northland - Far North","Northland - Far North - KERIKERI",2900043
1,Fatal,Yes,22,04,2009,02,Waikato,"Waikato - Waikato East","Waikato - Waikato East - PAEROA",2900062
1,Fatal,Yes,22,04,2012,12,Tasman,"Tasman - West Coast","Tasman - West Coast - HOKITIKA",201220022
1,Fatal,Yes,22,05,2010,23,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",201000086
1,Fatal,Yes,22,05,2012,10,Tasman,"Tasman - West Coast","Tasman - West Coast - GREYMOUTH",201220030
1,Fatal,Yes,22,05,2012,15,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201200043
1,Fatal,Yes,22,06,2009,14,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",2900105
1,Fatal,Yes,22,06,2011,06,Tasman,"Tasman - West Coast","Tasman - West Coast - HOKITIKA",201120028
1,Fatal,Yes,22,06,2011,22,Central,"Central - Manawatu","Central - Manawatu - EKETAHUNA",201110035
1,Fatal,Yes,22,07,2010,09,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201000108
1,Fatal,Yes,22,09,2012,19,Southern,"Southern - Dunedin","Southern - Dunedin - PALMERSTON  (OTAGO)",201220047
1,Fatal,Yes,22,10,2009,20,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2900153
1,Fatal,Yes,22,10,2010,20,Central,"Central - Manawatu","Central - Manawatu - DANNEVIRKE",201010082
1,Fatal,Yes,22,10,2011,06,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - BAY VIEW",201110061
1,Fatal,Yes,22,11,2012,18,Central,"Central - Taranaki","Central - Taranaki - ELTHAM",201210066
1,Fatal,Yes,22,12,2009,10,Northland,"Northland - Far North","Northland - Far North - KAWAKAWA",2900178
1,Fatal,Yes,22,12,2011,22,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - PUTARURU",201100131
1,Fatal,Yes,23,01,2011,10,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KAUWHATA",201100014
1,Fatal,Yes,23,01,2012,21,Central,"Central - Manawatu","Central - Manawatu - SHANNON",201210008
1,Fatal,Yes,23,02,2008,13,Waikato,"Waikato - Waikato East","Waikato - Waikato East - NGATEA",2800032
1,Fatal,Yes,23,02,2012,13,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KUITI",201200022
1,Fatal,Yes,23,03,2012,00,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201200032
1,Fatal,Yes,23,04,2008,01,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2800058
1,Fatal,Yes,23,04,2008,11,Northland,"Northland - Whangarei","Northland - Whangarei - RUAKAKA",2800059
1,Fatal,Yes,23,04,2010,21,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201000072
1,Fatal,Yes,23,04,2011,15,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201110024
1,Fatal,Yes,23,06,2009,15,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",2910051
1,Fatal,Yes,23,07,2009,15,Northland,"Northland - Far North","Northland - Far North - KAITAIA",2900119
1,Fatal,Yes,23,07,2010,14,Southern,"Southern - Dunedin","Southern - Dunedin - OAMARU",201020041
1,Fatal,Yes,23,08,2011,07,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201100084
1,Fatal,Yes,23,09,2009,07,Waikato,"Waikato - Waikato East","Waikato - Waikato East - NGATEA",2900144
1,Fatal,Yes,23,09,2010,05,Southern,"Southern - Southland","Southern - Southland - RIVERTON",201020053
1,Fatal,Yes,23,09,2012,No hours,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TE KAHA",201200089
1,Fatal,Yes,23,10,2008,16,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - KOTEMAORI",2810063
1,Fatal,Yes,23,10,2008,22,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",2800139
1,Fatal,Yes,23,10,2010,11,Southern,"Southern - Southland","Southern - Southland - GORE",201020059
1,Fatal,Yes,23,10,2011,02,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201110063
1,Fatal,Yes,23,10,2011,09,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201100107
1,Fatal,Yes,23,10,2011,22,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA",201100108
1,Fatal,Yes,23,10,2012,15,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",201200106
1,Fatal,Yes,23,11,2008,12,Central,"Central - Manawatu","Central - Manawatu - ASHURST",2810078
1,Fatal,Yes,23,12,2009,19,Central,"Central - Manawatu","Central - Manawatu - PAHIATUA",2910097
1,Fatal,Yes,24,01,2011,08,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201100011
1,Fatal,Yes,24,01,2011,08,Waikato,"Waikato - Waikato West","Waikato - Waikato West - RAGLAN",201100010
1,Fatal,Yes,24,01,2011,12,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WHITIANGA",201100013
1,Fatal,Yes,24,02,2010,09,Northland,"Northland - Far North","Northland - Far North - KERIKERI",201000035
1,Fatal,Yes,24,03,2010,00,Central,"Central - Manawatu","Central - Manawatu - PAHIATUA",201010030
1,Fatal,Yes,24,03,2010,12,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - NAENAE",201010038
1,Fatal,Yes,24,03,2012,01,Tasman,"Tasman - Marlborough","Tasman - Marlborough - BLENHEIM",201210021
1,Fatal,Yes,24,03,2012,16,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - ROLLESTON",201220015
1,Fatal,Yes,24,04,2009,11,Central,"Central - Whanganui","Central - Whanganui - TAIHAPE",2910039
1,Fatal,Yes,24,04,2009,16,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2900063
1,Fatal,Yes,24,04,2009,18,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - NELSON",2910040
1,Fatal,Yes,24,04,2010,22,Tasman,"Tasman - Marlborough","Tasman - Marlborough - PICTON",201010040
1,Fatal,Yes,24,04,2011,01,Southern,"Southern - Dunedin","Southern - Dunedin - KUROW",201120018
1,Fatal,Yes,24,04,2011,21,Central,"Central - Taranaki","Central - Taranaki - ELTHAM",201110025
1,Fatal,Yes,24,05,2010,22,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",201000087
1,Fatal,Yes,24,06,2009,10,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - WAKEFIELD",2910052
1,Fatal,Yes,24,07,2010,20,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201000106
1,Fatal,Yes,24,10,2009,01,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2900184
1,Fatal,Yes,24,10,2009,14,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2900154
1,Fatal,Yes,24,10,2010,08,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - CHEVIOT",201020060
1,Fatal,Yes,24,10,2010,23,Tasman,"Tasman - West Coast","Tasman - West Coast - WESTPORT",201020061
1,Fatal,Yes,24,11,2010,11,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",201000151
1,Fatal,Yes,24,11,2010,14,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - WHAKATANE",201000150
1,Fatal,Yes,24,11,2012,06,Central,"Central - Taranaki","Central - Taranaki - STRATFORD",201210067
1,Fatal,Yes,24,12,2008,10,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - MANGAKINO",2800168
1,Fatal,Yes,24,12,2009,01,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",2900181
1,Fatal,Yes,24,12,2009,12,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",2910098
1,Fatal,Yes,24,12,2011,12,Central,"Central - Taranaki","Central - Taranaki - WAITARA",201110073
1,Fatal,Yes,24,12,2012,09,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - WAIPUKURAU",201210079
1,Fatal,Yes,25,01,2009,21,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",2900017
1,Fatal,Yes,25,01,2012,19,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - KOTEMAORI",201210009
1,Fatal,Yes,25,02,2010,00,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201000026
1,Fatal,Yes,25,02,2011,18,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",201120005
1,Fatal,Yes,25,03,2009,11,Central,"Central - Manawatu","Central - Manawatu - LEVIN",2910031
1,Fatal,Yes,25,04,2008,22,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - BAY VIEW",2810031
1,Fatal,Yes,25,04,2012,11,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - UPPER HUTT",201210026
1,Fatal,Yes,25,04,2012,15,Central,"Central - Taranaki","Central - Taranaki - WAITARA",201210027
1,Fatal,Yes,25,05,2008,05,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - GISBORNE",2810038
1,Fatal,Yes,25,05,2008,14,Northland,"Northland - Far North","Northland - Far North - HOUHORA",2800076
1,Fatal,Yes,25,05,2010,13,Waikato,"Waikato - Waikato West","Waikato - Waikato West - BENNEYDALE",201000088
1,Fatal,Yes,25,05,2012,10,Northland,"Northland - Far North","Northland - Far North - KAWAKAWA",201200044
1,Fatal,Yes,25,06,2008,07,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WAIHI",2800092
1,Fatal,Yes,25,06,2009,05,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - PUTARURU",2900106
1,Fatal,Yes,25,06,2009,08,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TANEATUA",2900107
1,Fatal,Yes,25,06,2011,01,Northland,"Northland - Far North","Northland - Far North - PAHIA",201100063
1,Fatal,Yes,25,06,2011,02,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - MASTERTON",201110036
1,Fatal,Yes,25,07,2008,21,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",2800106
1,Fatal,Yes,25,07,2009,23,Northland,"Northland - Far North","Northland - Far North - KAIKOHE",2900120
1,Fatal,Yes,25,07,2010,02,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TIMARU",201020039
1,Fatal,Yes,25,07,2010,07,Southern,"Southern - Southland","Southern - Southland - LUMSDEN",201020040
1,Fatal,Yes,25,07,2010,08,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TE PUKE",201000107
1,Fatal,Yes,25,08,2009,13,Central,"Central - Taranaki","Central - Taranaki - BELL BLOCK",2910065
1,Fatal,Yes,25,08,2009,16,Northland,"Northland - Far North","Northland - Far North - MANGONUI",2900132
1,Fatal,Yes,25,09,2008,19,Central,"Central - Manawatu","Central - Manawatu - LINTON",2810058
1,Fatal,Yes,25,09,2010,15,Central,"Central - Taranaki","Central - Taranaki - FITZROY",201010073
1,Fatal,Yes,25,09,2012,16,Northland,"Northland - Whangarei","Northland - Whangarei - DARGAVILLE",201200090
1,Fatal,Yes,25,09,2012,19,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - NELSON",201210054
1,Fatal,Yes,25,10,2008,21,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",2810064
1,Fatal,Yes,25,10,2009,15,Waikato,"Waikato - Waikato West","Waikato - Waikato West - HUNTLY",2900156
1,Fatal,Yes,25,10,2009,17,Tasman,"Tasman - West Coast","Tasman - West Coast - GREYMOUTH",2920050
1,Fatal,Yes,25,10,2010,17,Southern,"Southern - Dunedin","Southern - Dunedin - CLINTON",201020062
1,Fatal,Yes,25,11,2008,21,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",2800149
1,Fatal,Yes,25,11,2010,13,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - GISBORNE",201010092
1,Fatal,Yes,25,11,2011,08,Northland,"Northland - Far North","Northland - Far North - KAIKOHE",201100116
1,Fatal,Yes,25,11,2011,14,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - RANGIORA",201120053
1,Fatal,Yes,25,11,2012,10,Central,"Central - Whanganui","Central - Whanganui - NATIONAL PARK",201210076
1,Fatal,Yes,25,11,2012,13,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",201210068
1,Fatal,Yes,25,12,2008,17,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",2800171
1,Fatal,Yes,25,12,2009,01,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",2900180
1,Fatal,Yes,25,12,2011,21,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201100133
1,Fatal,Yes,26,01,2008,19,Auckland,"Auckland - Auckland West","Auckland - Auckland West - PONSONBY",2800015
1,Fatal,Yes,26,01,2009,03,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",2900016
1,Fatal,Yes,26,01,2009,20,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",2920001
1,Fatal,Yes,26,01,2012,12,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",201200014
1,Fatal,Yes,26,02,2009,17,Tasman,"Tasman - Marlborough","Tasman - Marlborough - HAVELOCK",2910021
1,Fatal,Yes,26,02,2010,06,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - WAITANGIRUA",201010024
1,Fatal,Yes,26,04,2009,08,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",2900066
1,Fatal,Yes,26,04,2009,19,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KAUWHATA",2900067
1,Fatal,Yes,26,04,2009,19,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - MASSEY",2900069
1,Fatal,Yes,26,04,2010,16,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",201000073
1,Fatal,Yes,26,05,2012,15,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KAUWHATA",201200046
1,Fatal,Yes,26,07,2008,21,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2800108
1,Fatal,Yes,26,07,2009,03,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",2900121
1,Fatal,Yes,26,07,2012,16,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - DARFIELD",201220041
1,Fatal,Yes,26,08,2008,15,Central,"Central - Manawatu","Central - Manawatu - SHANNON",2810054
1,Fatal,Yes,26,09,2008,04,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",2800131
1,Fatal,Yes,26,09,2008,16,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TWIZEL",2820063
1,Fatal,Yes,26,10,2009,16,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WAIHI",2900155
1,Fatal,Yes,26,11,2008,11,Central,"Central - Manawatu","Central - Manawatu - LEVIN",2810073
1,Fatal,Yes,26,11,2009,06,Southern,"Southern - Southland","Southern - Southland - GORE",2920054
1,Fatal,Yes,26,11,2010,04,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - NELSON",201010093
1,Fatal,Yes,26,11,2012,14,Southern,"Southern - Otago Rural","Southern - Otago Rural - CROMWELL",201220061
1,Fatal,Yes,26,12,2008,17,Southern,"Southern - Dunedin","Southern - Dunedin - OAMARU",2820090
1,Fatal,Yes,26,12,2012,03,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",201220064
1,Fatal,Yes,26,12,2012,05,Central,"Central - Whanganui","Central - Whanganui - TAUMARUNUI",201210080
1,Fatal,Yes,27,01,2011,22,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - MANUTUKE",201110008
1,Fatal,Yes,27,01,2012,07,Central,"Central - Whanganui","Central - Whanganui - OHURA",201210010
1,Fatal,Yes,27,02,2009,16,Northland,"Northland - Whangarei","Northland - Whangarei - WAIPU",2900032
1,Fatal,Yes,27,02,2010,22,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MURCHISON",201010025
1,Fatal,Yes,27,02,2012,13,Southern,"Southern - Dunedin","Southern - Dunedin - MOSGIEL",201220009
1,Fatal,Yes,27,03,2009,18,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",2900045
1,Fatal,Yes,27,03,2012,13,Southern,"Southern - Southland","Southern - Southland - MATAURA",201220016
1,Fatal,Yes,27,04,2008,16,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",2800061
1,Fatal,Yes,27,04,2008,21,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2800062
1,Fatal,Yes,27,04,2009,11,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TURANGI",2900071
1,Fatal,Yes,27,04,2011,20,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - WAIPUKURAU",201110027
1,Fatal,Yes,27,05,2010,01,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - OTAHUHU",201000089
1,Fatal,Yes,27,05,2011,17,Central,"Central - Whanganui","Central - Whanganui - RAETIHI",201110030
1,Fatal,Yes,27,05,2012,15,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",201200047
1,Fatal,Yes,27,05,2012,15,Central,"Central - Manawatu","Central - Manawatu - FEILDING",201210034
1,Fatal,Yes,27,06,2008,23,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800095
1,Fatal,Yes,27,06,2012,14,Tasman,"Tasman - Marlborough","Tasman - Marlborough - HAVELOCK",201210036
1,Fatal,Yes,27,07,2008,00,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - UPPER HUTT",2810051
1,Fatal,Yes,27,09,2009,00,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - EDGECUMBE",2900145
1,Fatal,Yes,27,09,2012,19,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",201220048
1,Fatal,Yes,27,10,2008,14,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MURCHISON",2810070
1,Fatal,Yes,27,10,2010,05,Northland,"Northland - Whangarei","Northland - Whangarei - HIKURANGI",201000136
1,Fatal,Yes,27,10,2012,17,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - RICHMOND",201210061
1,Fatal,Yes,27,11,2011,19,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TE PUKE",201100118
1,Fatal,Yes,27,12,2008,03,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800174
1,Fatal,Yes,27,12,2008,16,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",2820085
1,Fatal,Yes,27,12,2008,16,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TE ARAROA",2810084
1,Fatal,Yes,27,12,2011,09,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201100134
1,Fatal,Yes,27,12,2011,14,Central,"Central - Whanganui","Central - Whanganui - WAIOURU",201110074
1,Fatal,Yes,28,01,2008,16,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TE PUKE",2800016
1,Fatal,Yes,28,02,2008,14,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - ROLLESTON",2820019
1,Fatal,Yes,28,02,2009,13,Northland,"Northland - Whangarei","Northland - Whangarei - WAIPU",2900034
1,Fatal,Yes,28,02,2010,15,Northland,"Northland - Whangarei","Northland - Whangarei - WAIPU",201000029
