"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"KANE ROAD","20","N","MACKIE PLACE","2936756","09/05/2009","Sat","1440","CAR1 SBD on KANE ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol test above limit or test refused, drugs suspected, lost control when turning, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1887544","5823305",
"KARAMEA ST","","I","HINAU PLACE","201034982","29/05/2010","Sat","2020","CAR1 NBD on HINAU PLACE lost control turning left, CAR1 hit Fence, Other","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, windscreen or rear window misted/frosted  ENV: road slippery (rain)","Wet","Dark","Light Rain","T Type Junction","Give Way Sign","0","0","0","1923711","5736767",
"KARAMEA ST","","I","RATA ST","201231070","28/04/2012","Sat","0837","CAR1 SBD on RATA ST hit VEHB manoeuvring, CAR1 hit Fence","CAR1 lost control, showing off wheelspins etc","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","0","1923763","5736795",
"KARAMU TERRACE","50","S","CHEYNE ROAD","201135696","08/07/2011","Fri","1800","parked CAR1 SBD on KARAMU TERRACE ran away, CAR1 went Over Bank, Fence, Parked Vehicle","CAR1 parking brake not fully applied","Dry","Dark","Fine","Unknown","N/A","0","0","0","1876087","5818586",
"KARANGAHAPE ROAD","4270","E","SH 32","201139327","19/11/2011","Sat","2142","CAR1 EBD on KARANGAHAPE ROAD lost control turning right, CAR1 hit Fence, Traffic Sign on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1837935","5699198",
"KARETOTO ROAD","380","N","HUKA FALLS ROAD","201036000","26/02/2010","Fri","1124","CAR1 NBD on KARETOTO ROAD hit VAN2 merging from the left","VAN2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","Give Way Sign","0","0","0","1868832","5718625",
"KAURI CRESCENT","100","S","MATAI ST N","201230368","22/02/2012","Wed","1700","CAR1 SBD on KAURI CRESCENT lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control due to vehicle fault, steering defective","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1923511","5737211",
"KAURI DRIVE","50","E","SH 1N","2805230","31/08/2008","Sun","0420","MOTOR CYCLE1 EBD on KAURI DRIVE lost control; went off road to left, MOTOR CYCLE1 hit Tree","MOTOR CYCLE1 alcohol test above limit or test refused, mental illness (eg depression)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1869809","5720827",
"KAURI PLACE","100","N","OTIMI ST","201203768","25/07/2012","Wed","0941","passenger fell while boarding VAN1  VAN1 hit Fence","VAN1 incorrect use of vehicle controls","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1904591","5815678",
"KAURI POINT ROAD","900","W","CHELMSFORD ST","2933191","17/04/2009","Fri","1900","SUV1 EBD on KAURI POINT ROAD lost control turning left, SUV1 hit Tree","SUV1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1861934","5843790",
"KAURI POINT ROAD","","I","NORON PLACE","201030612","24/01/2010","Sun","0230","CAR1 WBD on KAURI POINT ROAD hit obstruction, CAR1 hit Debris","ENV: obstructed","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","0","1859073","5843689",
"KAURI POINT ROAD","1050","E","ONGARE POINT ROAD","201040844","05/07/2010","Mon","1158","CAR1 WBD on KAURI POINT ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control when turning, suddenly swerved to avoid animal  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1861298","5843479",
"KAURI POINT ROAD","","I","ONGARE POINT ROAD","201230121","05/01/2012","Thu","1130","TRUCK2 turning right hit by oncoming SUV1 EBD on KAURI POINT ROAD ","TRUCK2 failed to give way when turning to non-turning traffic, didnt see/look when visibility limited by roadside features  ENV: road slippery (rain), visibility limited by curve","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","0","1860294","5843593",
"KAURI POINT ROAD","850","E","SH 2","2933131","06/03/2009","Fri","1115","CAR1 EBD on KAURI POINT ROAD lost control turning right, CAR1 hit Tree, Ditch on right hand bend ","CAR1 lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","0","1858728","5843901",
"KAURI ST","20","N","KENSINGTON ST","201040533","03/09/2010","Fri","1500","VAN1 SBD on KAURI ST lost control turning right, VAN1 hit Fence, Traffic Sign, Tree on right hand bend ","VAN1 too fast entering corner, lost control when turning, inexperience  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1850190","5767191",
"KAWAHA POINT ROAD","50","E","AQUARIUS DRIVE","201130096","12/01/2011","Wed","","VAN1 WBD on KAWAHA POINT ROAD sideswiped by CAR2 turning left","VAN1 overtaking on left, failed to notice indication of vehicle in front  ENV: entering or leaving private house / farm","Dry","Twilight","Fine","Driveway","N/A","0","0","0","1883570","5776932",
"KAWAHA POINT ROAD","90","E","AQUARIUS DRIVE","201230527","11/01/2012","Wed","0252","CAR1 WBD on KAWAHA POINT ROAD lost control turning right, CAR1 hit Kerb, Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1883603","5776910",
"KAWAHA POINT ROAD","80","W","JOHN ROAD","2904061","01/08/2009","Sat","2202","CAR1 WBD on KAWAHA POINT ROAD hit PEDESTRIAN entering/leaving vehicle","CAR1 too far left/right","Dry","Dark","Fine","Unknown","N/A","0","0","1","1882953","5776814",
"KAWAHA POINT ROAD","5","W","KINGDOM DRIVE","2939715","24/08/2009","Mon","1610","CAR1 EBD on KAWAHA POINT ROAD sideswiped by VAN2 turning left","CAR1 misjudged intentions of another party  VAN2 turned left from near centre line  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Give Way Sign","0","0","0","1882944","5776812",
"KAWAHA POINT ROAD","","I","KINGDOM DRIVE","201043047","28/11/2010","Sun","0953","CAR1 EBD on KAWAHA POINT ROAD hit rear of CAR2 turning right from centre line","CAR1 following too closely","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1882948","5776813",
"KAWAHA POINT ROAD","","I","KINGDOM DRIVE","2938023","27/07/2009","Mon","1350","MOTOR CYCLE1 EBD on KAWAHA POINT ROAD hit rear of left turning CAR2 ","MOTOR CYCLE1 suddenly braked, failed to notice car slowing, failed to notice indication of vehicle in front  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Give Way Sign","0","0","0","1882949","5776813",
"KAWAHA POINT ROAD","5","W","KOUTU ROAD","201136657","02/08/2011","Tue","1000","CAR1 EBD on KAWAHA POINT ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1883796","5776876",
"KAWAHA POINT ROAD","150","W","KOUTU ROAD","2831758","21/02/2008","Thu","0415","CAR1 EBD on KAWAHA POINT ROAD lost control; went off road to left, CAR1 hit Fence, Parked Vehicle","CAR1 alcohol test above limit or test refused, too fast for conditions","Dry","Dark","Fine","Unknown","N/A","0","0","0","1883653","5776902",
"KAWAHA POINT ROAD","5","E","SH 5","2942545","31/10/2009","Sat","1530","CAR1 WBD on KAWAHA POINT ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing, misjudged intentions of another party","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","0","1882724","5776768",
"KAWAHA POINT ROAD","5","E","SH 5","201241732","02/12/2012","Sun","1525","CAR1 WBD on KAWAHA POINT ROAD hit rear end of VAN2 stop/slow for signals","CAR1 failed to notice car slowing","Dry","Overcast","Fine","T Type Junction","Traffic Signal","0","0","0","1882724","5776768",
"KAYELENE PLACE","","I","OMOKOROA ROAD","201135565","17/06/2011","Fri","0030","CAR1 SBD on OMOKOROA ROAD lost control turning right, CAR1 hit Traffic Island on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, driver over-reacted","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1867162","5828594",
"KEA ST","","I","KOKAKO ST","201234795","19/07/2012","Thu","1310","CAR1 NBD on KOKAKO ST missed inters or end of road, CAR1 hit Fence","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","0","1882539","5776306",
"KEA ST","","I","KOKAKO ST","2834407","19/04/2008","Sat","2254","CAR1 WBD on KEA ST hit CAR2 turning right onto KEA ST from the left","CAR2 failed to give way to traffic approaching/crossing from the right","Dry","Dark","Fine","T Type Junction","Nil","0","0","0","1882539","5776306",
"KEA ST","","I","KOKAKO ST","201030821","09/02/2010","Tue","0845","CAR1 WBD on KEA ST hit VAN2 turning right onto KEA ST from the left","VAN2 failed to give way to traffic approaching/crossing from the right","Dry","Overcast","Fine","T Type Junction","Nil","0","0","0","1882539","5776306",
"KEA ST","","I","MALLARD DRIVE E","201101519","16/02/2011","Wed","1030","CAR1 SBD on MALLARD DRIVE E swinging wide hit MOTOR CYCLE2 head on","CAR1 swung wide at intersection, didnt see/look when required to give way to traffic from another direction, inexperience","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1882515","5776292",
"KEA ST","","I","OLD QUARRY ROAD","2833595","18/03/2008","Tue","0815","CAR1 SBD on KEA ST hit rear end of MOTOR CYCLE2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1882273","5776014",
"KEA ST","50","W","PUWETO ST","201130707","13/02/2011","Sun","1200","VAN1 EBD on KEA ST hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1882606","5776534",
"KEEPA ROAD","200","N","FERGUSON ROAD","201135750","08/07/2011","Fri","1017","CAR1 SBD on KEEPA ROAD lost control turning left, CAR1 hit Fence, Guard Rail, Traffic Sign","CAR1 too far left/right, lost control when turning, attention diverted by cigarette etc","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1949558","5793334",
"KEEPA ROAD","20","S","KOPE CANAL BR","2938683","23/08/2009","Sun","1200","SUV1 SBD on KEEPA ROAD hit TRUCK2 U-turning from same direction of travel","TRUCK2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1949141","5792148",
"KEEPA ROAD","30","S","KOPE CANAL BR","201133226","12/04/2011","Tue","1640","SUV1 SBD on KEEPA ROAD hit CAR2 turning right onto KEEPA ROAD from the left","CAR2 failed to give way at driveway, misjudged speed etc of vehicle coming from another dirn with right of way, inexperience  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1949137","5792139",
"KEEPA ROAD","","A","KOPE CANAL BR","2941010","19/09/2009","Sat","1606","CAR1 SBD on KEEPA ROAD hit CAR2 U-turning from same direction of travel, CAR1 hit Fence","CAR2 didnt see/look behind when changing lanes, position or direction  ENV: road slippery (rain)","Wet","Bright Sun","Light Rain","Unknown","N/A","0","0","0","1949149","5792166",
"KEEPA ROAD","200","N","SH 30","2939747","29/08/2009","Sat","2125","CAR1 NBD on KEEPA ROAD lost control turning left","CAR1 too fast entering corner, lost control when turning, attention diverted by cigarette etc","Dry","Dark","Fine","Unknown","N/A","0","0","0","1949053","5791948",
"KEEPA ROAD","100","W","SH 30","201235460","01/08/2012","Wed","1815","VAN1 EBD on KEEPA ROAD hit obstruction, VAN1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","Unknown","N/A","0","0","0","1948972","5791890",
"KEITH ALLEN DRIVE","620","N","CROSS ROAD","2804128","01/08/2008","Fri","1436","MOTOR CYCLE1 NBD on KEITH ALLEN DRIVE lost control turning right on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control when turning","Dry","Overcast","Light Rain","Unknown","N/A","0","0","1","1879436","5826829",
"KELLS LANE","80","N","VOSPERS ROAD","2802327","12/04/2008","Sat","1715","CAR1 SBD on KELLS LANE lost control; went off road to left, CAR1 went Over Bank, Water/River","CAR1 alcohol test below limit, lost control, showing off wheelspins etc","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1846567","5778257",
"KELSO ST","50","N","GIRVAN PLACE","201104435","23/08/2011","Tue","1430","VAN1 SBD on KELSO ST hit CAR2 U-turning from same direction of travel","CAR2 attention diverted by scenery or persons outside vehicle, didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1850612","5764262",
"KELSO ST","","I","GIRVAN PLACE","201003399","12/06/2010","Sat","2123","CAR1 SBD on KELSO ST lost control turning left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast entering corner  ENV: heavy rain","Wet","Dark","Heavy Rain","T Type Junction","Give Way Sign","0","1","0","1850583","5764223",
"KELSO ST","5","S","GLENKILL ST","201230366","16/02/2012","Thu","1310","CAR1 NBD on KELSO ST sideswiped by CAR2 turning left, CAR1 hit Kerb, Post Or Pole","CAR1 overtaking on left, misjudged intentions of another party  ENV: road slippery (rain), entering or leaving private house / farm","Wet","Overcast","Light Rain","Driveway","N/A","0","0","0","1850885","5764472",
"KELSO ST","20","S","GLENKILL ST","201004199","30/08/2010","Mon","1725","MOTOR CYCLE1 SBD on KELSO ST sideswiped by CAR2 turning left","MOTOR CYCLE1 alcohol test below limit, overtaking on left  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","1","0","1850876","5764460",
"KELSO ST","30","N","HAWICK ST","201033504","17/04/2010","Sat","1245","CAR1 NBD on KELSO ST hit Parked Vehicle while manoeuvring","CAR1 didnt see/look behind when reversing/manoeuvering","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1850910","5764637",
"KELSO ST","100","N","HAWICK ST","201134732","03/02/2011","Thu","2315","CAR1 SBD on KELSO ST lost control turning left, CAR1 hit Kerb","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1850909","5764706",
"KELSO ST","30","E","LOMOND AVENUE","201043113","08/12/2010","Wed","1920","CAR1 EBD on KELSO ST sideswiped by SUV2 turning left","CAR1 failed to notice indication of vehicle in front, misjudged intentions of another party  SUV2 turned left from near centre line, didnt see/look behind when changing lanes, position or direction  ENV: entering or leaving private house / farm","Wet","Overcast","Fine","Driveway","N/A","0","0","0","1850699","5764308",
"KENANA ROAD","960","N","SH 2","2935749","10/06/2009","Wed","0100","CAR1 EBD on KENANA ROAD lost control turning right, CAR1 hit Fence, Tree on right hand bend ","CAR1 alcohol suspected, drugs suspected","Wet","Dark","Heavy Rain","Unknown","Nil","0","0","0","1895340","5812941",
"KENSINGTON ST","150","S","MACKENZIE ST","2803800","25/05/2008","Sun","1725","CAR1 SBD on KENSINGTON ST hit parked veh, CAR1 hit Parked Vehicle","CAR1 illness and disability","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1843850","5785102",
"KENSINGTON ST","10","S","PARKDALE ST WEST","2834551","25/03/2008","Tue","1409","CAR1 NBD on KENSINGTON ST lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 inexperienced driver under instruction, driver over-reacted","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","0","1849865","5767235",
"KENT ST","160","N","FERGUSSON ST","201031010","01/02/2010","Mon","1955","CAR1 NBD on KENT ST lost control turning right, CAR1 hit Parked Vehicle on right hand bend ","CAR1 lost control when turning, new driver showed inexperience","Wet","Overcast","Light Rain","Unknown","Nil","0","0","0","1850017","5765094",
"KENT ST","","I","HYNDS ROAD","2841833","13/06/2008","Fri","0800","CAR1 SBD on KENT ST lost control turning left, CAR1 hit Fence, Kerb","CAR1 too fast entering corner, lost control when turning","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","0","1876151","5820474",
"KENTIA AVENUE","","I","GLOUCESTER ROAD","201002220","24/02/2010","Wed","0735","CAR1 NBD on KENTIA AVENUE missed inters or end of road, CAR1 hit Fence, Parked Vehicle, Tree","CAR1 medical illness (not sudden eg flu)  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","0","1","1885447","5824179",
"KERERU PLACE","240","S","CONDOR DRIVE","2935761","15/06/2009","Mon","0938","CAR1 WBD on KERERU PLACE hit VEHB manoeuvring, CAR1 hit Traffic Island, Traffic Sign","CAR1 didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","0","0","1876287","5817737",
"KERERU ST","40","W","KUKU PLACE","201044586","23/12/2010","Thu","0224","VAN1 EBD on KERERU ST lost control turning left, VAN1 hit Post Or Pole","VAN1 lost control when turning","Wet","Dark","Mist","Unknown","Nil","0","0","0","1850222","5763608",
"KERERU ST","30","E","TAINUI ST","2833553","28/02/2008","Thu","1935","CAR1 WBD on KERERU ST lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, attention diverted by passengers","Dry","Dark","Fine","Unknown","N/A","0","0","0","1850219","5763608",
"KERERU ST","","I","TAINUI ST","201043360","26/12/2010","Sun","0124","CAR1 WBD on KERERU ST missed inters or end of road, CAR1 hit Kerb","CAR1 alcohol test above limit or test refused, evading enforcement","Dry","Dark","Fine","T Type Junction","Nil","0","0","0","1850192","5763620",
"KIDDLE DRIVE","470","N","BIRCH ST","2802572","02/03/2008","Sun","2213","CAR1 NBD on KIDDLE DRIVE lost control turning left, CAR1 hit Cliff Bank","CAR1 alcohol test below limit, too fast entering corner  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1869763","5711974",
"KIDDLE DRIVE","200","N","INVERGARRY ROAD","2901703","04/02/2009","Wed","1455","MOPED1 NBD on KIDDLE DRIVE lost control; went off road to left","MOPED1 lost control under heavy braking, suddenly swerved to avoid vehicle, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1869679","5712291",
"KIDDLE DRIVE","250","N","INVERGARRY ROAD","201003209","03/06/2010","Thu","0840","SUV1 NBD on KIDDLE DRIVE hit rear of CAR2 turning right from centre line","SUV1 failed to notice car slowing  ENV: entering or leaving other commercial","Wet","Overcast","Fine","Driveway","N/A","0","0","2","1869647","5712330",
"KIDDLE DRIVE","5","N","SH 5","201033603","25/03/2010","Thu","0829","CAR1 SBD on KIDDLE DRIVE hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Wet","Overcast","Fine","X Type Junction","Stop Sign","0","0","0","1869260","5711491",
"KIDDLE DRIVE","200","N","SH 5","201139242","04/12/2011","Sun","1705","VAN1 NBD on KIDDLE DRIVE lost control turning right, VAN1 hit Fence, Post Or Pole on right hand bend ","VAN1 too fast entering corner, lost control under heavy acceleration  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1869298","5711676",
"KIDDLE DRIVE","100","S","TAHAREPA ROAD","2801506","25/01/2008","Fri","1600","CAR1 SBD on KIDDLE DRIVE lost control on straight and hit VAN2 head on","CAR1 medical illness (not sudden eg flu)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","2","1869540","5712459",
"KING ST","","I","ALEXANDER AVENUE","2803321","15/05/2008","Thu","0806","CAR1 NBD on KING ST cutting corner hit MOTOR CYCLE2 head on","CAR1 cutting corner at intersection, inattentive, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1949847","5790346",
"KING ST","100","W","BUCHANAN ST","201035090","16/05/2010","Sun","1705","CAR1 EBD on KING ST lost control; went off road to left, CAR1 hit Fence, Kerb","CAR1 alcohol suspected, drugs suspected, too fast on straight, lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1976800","5784792",
"KING ST","","A","BUCHANAN ST","2837126","01/06/2008","Sun","2045","CAR1 EBD on KING ST lost control turning right, CAR1 hit Parked Vehicle, Ditch, Other on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1976900","5784788",
"KING ST","","I","CHURCHILL ST","2904202","03/08/2009","Mon","1850","CAR1 SBD on KING ST hit rear of VAN2 turning right from centre line","CAR1 failed to notice car slowing","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1949832","5789996",
"KING ST","10","S","DOMAIN ROAD","201230499","13/03/2012","Tue","1740","CAR1 NBD on KING ST hit rear end of CAR2 stop/slow for queue","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949892","5791287",
"KING ST","","I","DOMAIN ROAD","201004372","17/08/2010","Tue","1850","CAR1 NBD on KING ST hit rear end of CAR2 stop/slow for queue","CAR1 following too closely, foot slipped or got caught under pedal","Wet","Twilight","Light Rain","Roundabout","Give Way Sign","0","0","1","1949891","5791277",
"KING ST","30","N","ELIZABETH ST","201101573","19/03/2011","Sat","2339","CAR1 SBD on KING ST hit VEHB manoeuvring, CAR1 hit Fence, Post Or Pole","CAR1 alcohol suspected, emotionally upset/road rage, intentional collision  ENV: entering or leaving private house / farm","Dry","Dark","Fine","Driveway","N/A","0","0","1","1884460","5773502",
"KING ST","60","E","GORING ST","201005651","06/06/2010","Sun","0245","CAR1 EBD on KING ST hit SUV2 manoeuvring","SUV2 alcohol suspected, intentional collision, evading enforcement  ENV: road slippery (rain), entering or leaving private house / farm","Wet","Dark","Light Rain","Driveway","N/A","0","0","1","1976739","5784795",
"KING ST","","I","GORING ST","2840802","19/09/2008","Fri","0840","CAR1 WBD on KING ST hit CAR2 crossing at right angle from right, CAR1 hit Post Or Pole","CAR2 failed to give way at stop sign","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","0","0","1976679","5784798",
"KING ST","","I","GORING ST","201139406","20/12/2011","Tue","2230","CAR1 SBD on GORING ST lost control turning left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, did not stop at stop sign","Dry","Dark","Fine","X Type Junction","Stop Sign","0","0","0","1976679","5784798",
"KING ST","15","N","GOULSTONE ROAD","201133392","25/01/2011","Tue","1254","CAR1 SBD on KING ST hit rear end of CAR2 stopped/moving slowly","CAR1 following too closely","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1949871","5790864",
"KING ST","20","N","GOULSTONE ROAD","201231043","05/04/2012","Thu","1310","CAR2 NBD on KING ST opened door into path of another party, CAR1 hit Parked Vehicle","CAR1 too far left/right, impared ability due to old age","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1949871","5790869",
"KING ST","10","S","GOULSTONE ROAD","201036221","14/06/2010","Mon","1830","CAR1 SBD on KING ST hit VAN2 merging from the right","VAN2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving other non-commercial","Dry","Dark","Fine","Driveway","Nil","0","0","0","1949869","5790824",
"KING ST","15","S","GOULSTONE ROAD","2904232","11/08/2009","Tue","1805","SUV1 SBD on KING ST hit PEDESTRIAN crossing road from right side","SUV1 attention diverted by cigarette etc  PEDESTRIAN2 crossing heedless of traffic  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1949869","5790819",
"KING ST","20","S","GOULSTONE ROAD","2905607","20/11/2009","Fri","0905","SUV1 NBD on KING ST hit PEDESTRIAN, SUV1 hit Kerb, Other","SUV1 foot slipped or got caught under pedal","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1949869","5790814",
"KING ST","20","S","GOULSTONE ROAD","201132520","07/04/2011","Thu","2145","CAR1 NBD on KING ST hit Parked Vehicle while manoeuvring","CAR1 misjudged speed of own vehicle","Dry","Dark","Fine","Unknown","N/A","0","0","0","1949868","5790814",
"KING ST","","I","GOULSTONE ROAD","201042911","14/11/2010","Sun","0905","SUV1 NBD on KING ST lost control turning right, SUV1 hit Traffic Island, Other on right hand bend ","SUV1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949863","5790842",
"KING ST","","I","HAIG ST","2938002","09/07/2009","Thu","0800","CAR1 SBD on KING ST hit rear end of CAR2 stopped/moving slowly","CAR1 emotionally upset/road rage, intimidating driving, intentional collision","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1949888","5791196",
"KING ST","15","S","JAMES ST","201040893","22/05/2010","Sat","1810","CAR1 NBD on KING ST hit Parked Vehicle while manoeuvring","CAR1 didnt see/look behind when reversing/manoeuvering","Dry","Dark","Fine","Unknown","N/A","0","0","0","1949875","5790958",
"KING ST","20","S","JAMES ST","2936067","09/06/2009","Tue","2349","CAR1 NBD on KING ST lost control; went off road to left, CAR1 hit House Or Bldg, Kerb","CAR1 lost control","Wet","Dark","Light Rain","Unknown","Nil","0","0","0","1949874","5790952",
"KING ST","","I","JAMES ST","201137183","01/09/2011","Thu","1130","CAR1 SBD on KING ST lost control; went off road to right, CAR1 hit Guard Rail, Kerb, Tree","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949883","5790980",
"KING ST","5","S","LANDING ROAD","2930562","05/02/2009","Thu","1245","CAR1 NBD on KING ST hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing, attention diverted by scenery or persons outside vehicle","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949892","5791292",
"KING ST","","I","LANDING ROAD","201231042","14/04/2012","Sat","0416","CAR1 NBD on KING ST lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning, emotionally upset/road rage, new driver showed inexperience","Dry","Dark","Fine","Roundabout","Give Way Sign","0","0","0","1949885","5791301",
"KING ST","100","N","MALFROY ROAD","2933016","10/03/2009","Tue","1740","TRUCK1 NBD on KING ST hit VAN2 doing driveway manoeuvre, VAN2 hit Parked Vehicle","VAN2 failed to give way at driveway, didnt see/look behind when reversing/manoeuvering, didnt see/look when visibility limited by roadside features  ENV: visibility limited by trees, entering or leaving private house / farm","Dry","Twilight","Fine","Driveway","N/A","0","0","0","1884452","5773261",
"KING ST","10","S","PRETORIA ST","2935150","30/04/2009","Thu","0845","TRUCK1 NBD on KING ST hit Parked Vehicle while manoeuvring","TRUCK1 didnt see/look behind when reversing/manoeuvering","Dry","Bright Sun","Fine","X Type Junction","Nil","0","0","0","1884453","5773294",
"KING ST","50","S","SALONIKA ST","2903532","25/05/2009","Mon","0950","MOPED1 WBD on KING ST hit SUV2 crossing at right angle from right","SUV2 failed to give way to ped on a xing, obstruction on roadway  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","Give Way Sign","0","0","1","1949850","5790418",
"KING ST","100","E","SH 35","2900127","14/08/2009","Fri","1820","CAR1 EBD on KING ST hit parked veh, CAR1 hit Parked Vehicle, Tree","CAR1 alcohol test above limit or test refused","Wet","Dark","Light Rain","Unknown","Nil","1","2","0","1976551","5784803",
"KING ST","80","S","STEWART ST","2841837","07/08/2008","Thu","1740","CYCLIST1 NBD on KING ST hit CAR2 crossing at right angle from right","CYCLIST1 failed to give way entering roadway not from driveway or intersection, inattentive","Dry","Twilight","Fine","Unknown","N/A","0","0","0","1949860","5790659",
