"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"KING ST","","I","STEWART ST","201134214","16/04/2011","Sat","1625","VAN1 NBD on KING ST hit rear end of CAR2 stop/slow for cross traffic","VAN1 foot slipped or got caught under pedal","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949862","5790734",
"KING ST","","I","STEWART ST","2839203","29/07/2008","Tue","1845","CAR1 NBD on KING ST hit CAR2 turning right onto KING ST from the left","CAR2 failed to give way at give way sign","Wet","Dark","Light Rain","Roundabout","Give Way Sign","0","0","0","1949854","5790746",
"KING ST","30","N","VICTORIA AVENUE","201043016","24/11/2010","Wed","1530","CAR1 NBD on KING ST hit parked veh, CAR1 hit Parked Vehicle","CAR1 too far left/right","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1949888","5791198",
"KING ST","5","S","VICTORIA AVENUE","2802310","07/04/2008","Mon","0839","CAR1 NBD on KING ST hit rear end of CAR2 stop/slow for queue","CAR1 following too closely, failed to notice car slowing","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1949886","5791163",
"KING STREET","","I","OLYMPIC DRIVE","2936073","16/06/2009","Tue","2000","CAR1 WBD on OLYMPIC DRIVE missed inters or end of road, CAR1 hit Cliff Bank","CAR1 did not stop, emotionally upset/road rage, inexperience","Wet","Dark","Light Rain","T Type Junction","Give Way Sign","0","0","0","1949834","5790033",
"KINGSLEY DRIVE","100","W","TAHA PLACE","201003514","03/06/2010","Thu","0937","MOTOR CYCLE1 SBD on KINGSLEY DRIVE lost control; went off road to left, MOTOR CYCLE1 hit Kerb","MOTOR CYCLE1 alcohol suspected, lost control due to vehicle fault, mechanical","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1880815","5780626",
"KINGSWOOD ROAD","40","E","BELLEVUE ROAD","201136391","21/07/2011","Thu","2227","CAR1 EBD on KINGSWOOD ROAD hit parked veh, CAR1 hit Parked Vehicle","CAR1 too far left/right, inattentive  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1876612","5823821",
"KINGSWOOD ROAD","","I","BELLEVUE ROAD","201139581","23/12/2011","Fri","1303","CAR1 NBD on KINGSWOOD ROAD lost control turning right on right hand bend ","CAR1 too fast entering corner, lost control when turning, showing off wheelspins etc","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","0","1876576","5823803",
"KINGSWOOD ROAD","70","E","CLIFTON TERRACE","2834290","12/04/2008","Sat","1923","CAR1 WBD on KINGSWOOD ROAD lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 lost control under heavy acceleration, showing off","Dry","Dark","Fine","Unknown","N/A","0","0","0","1877032","5824014",
"KINGSWOOD ROAD","30","S","FILTON AVENUE","2943181","18/11/2009","Wed","0900","CAR1 SBD on KINGSWOOD ROAD lost control on curve and hit CAR2 head on, CAR1 hit Kerb","CAR1 lost control when turning","Wet","Overcast","Light Rain","Unknown","Nil","0","0","0","1877106","5824027",
"KINGSWOOD ROAD","","I","NOVELLA PLACE","2834049","20/03/2008","Thu","","CAR1 NBD on KINGSWOOD ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol suspected, too fast entering corner","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","0","1877319","5824294",
"KINLEITH ROAD","","A","KINLEITH MILL ENT","201201375","21/03/2012","Wed","0655","VAN2 turning right hit by oncoming VAN1 NBD on KINLEITH ROAD ","VAN2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1853249","5759637",
"KINLEITH ROAD","","A","KINLEITH MILL ENT","201103691","25/07/2011","Mon","1539","TRUCK1 NBD on KINLEITH ROAD lost control turning left, TRUCK1 hit Fence, Kerb","TRUCK1 too fast entering corner, lost control when turning","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1853249","5759637",
"KINLEITH ROAD","30","E","OLD TAUPO ROAD","201232226","06/05/2012","Sun","2048","CAR1 SBD on KINLEITH ROAD hit obstruction, CAR1 hit Stray Animal","ENV: farm animal attended but out of control","Dry","Dark","Fine","Unknown","N/A","0","0","0","1851877","5760586",
"KINLEITH ROAD","","I","OLD TAUPO ROAD","201139068","16/11/2011","Wed","1125","VAN1 SBD on OLD TAUPO ROAD lost control turning left","VAN1 lost control when turning, driving unfamiliar vehicle, driver over-reacted  ENV: road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","0","1851849","5760576",
"KINLEITH ROAD","","A","RAIL XING","201031177","11/01/2010","Mon","1831","TRUCK1 EBD on KINLEITH ROAD hit train, TRUCK1 hit Train","TRUCK1 failed to notice traffic lights","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1853513","5759280",
"KINLEITH ROAD","1000","N","WAWA ROAD","201004195","08/09/2010","Wed","1608","VAN1 NBD on KINLEITH ROAD lost control; went off road to right","VAN1 driver over-reacted, load not well secured or moved  ENV: road slippery (rain)","Wet","Overcast","Fine","Unknown","N/A","0","0","1","1853004","5760137",
"KINLOCH ROAD","","I","WHANGAMATA ROAD","2805728","08/11/2008","Sat","1909","VAN1 WBD on WHANGAMATA ROAD lost control turning left, VAN1 hit Fence","VAN1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, driver over-reacted","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1855505","5718685",
"KIRK ST","220","N","BRIDGE ST","201002207","06/03/2010","Sat","1155","MOTOR CYCLE1 SBD on KIRK ST lost control turning left, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 alcohol test result unknown, too fast entering corner, lost control when turning, evading enforcement","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1949312","5790307",
"KIRK ST","210","W","GARAWAY ST","2832081","01/03/2008","Sat","1545","CAR1 WBD on KIRK ST lost control turning left, CAR1 hit Fence","CAR1 too fast entering corner","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1949345","5790387",
"KIRK ST","","I","GARAWAY ST","2806024","25/12/2008","Thu","1800","CAR1 SBD on GARAWAY ST lost control turning right, CAR1 hit Kerb on right hand bend ","CAR1 alcohol test below limit, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","1","1949555","5790375",
"KIRK ST","","I","GARAWAY ST","201030638","26/01/2010","Tue","1900","CAR1 SBD on GARAWAY ST lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning","Wet","Overcast","Light Rain","T Type Junction","Nil","0","0","0","1949555","5790375",
"KIRKPATRICK PLACE","50","S","PAPAMOA BEACH ROAD","2930557","02/01/2009","Fri","1025","CAR1 NBD on KIRKPATRICK PLACE lost control; went off road to right, CAR1 hit Parked Vehicle","CAR1 lost control, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1892903","5821029",
"KITEROA ST","15","E","CARLISLE ST","201136412","25/07/2011","Mon","0905","CAR1 WBD on KITEROA ST hit CAR2 turning into angle park","CAR2 didnt see/look behind when reversing/manoeuvering, physically disabled","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1876047","5819348",
"KIWI ST","","I","HUIA ST","2839270","29/06/2008","Sun","2230","CAR1 EBD on HUIA ST lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control when turning","Wet","Dark","Light Rain","X Type Junction","Give Way Sign","0","0","0","1868128","5712676",
"KIWI ST","15","W","RURU PLACE","2941904","04/06/2009","Thu","2214","CAR1 WBD on KIWI ST hit VEHB manoeuvring, CAR1 hit Fence","CAR1 too fast on straight, lost control","Dry","Dark","Fine","Unknown","N/A","0","0","0","1850019","5763730",
"KIWI ST","20","W","RURU PLACE","2833550","10/03/2008","Mon","0718","CAR1 EBD on KIWI ST hit parked veh, CAR1 hit Parked Vehicle","CAR1 too far left/right","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1850014","5763730",
"KIWI ST","40","W","RURU PLACE","201130035","08/01/2011","Sat","2328","CAR1 EBD on KIWI ST hit parked veh, CAR1 hit Parked Vehicle","CAR1 alcohol test above limit or test refused, too far left/right","Dry","Dark","Fine","Unknown","N/A","0","0","0","1849994","5763730",
"KOHI POINT LOOKOUT ROAD","500","W","OTARAWAIRERE ROAD","2904292","13/08/2009","Thu","1900","VAN1 NBD on KOHI POINT LOOKOUT ROAD lost control turning right, VAN1 hit Other on right hand bend ","VAN1 too fast entering corner, lost control on unsealed road, new driver showed inexperience","Dry","Dark","Fine","Unknown","N/A","0","0","2","1952910","5791191",
"KOHI POINT LOOKOUT ROAD","820","W","OTARAWAIRERE ROAD","201104749","29/11/2011","Tue","1816","CAR1 SBD on KOHI POINT LOOKOUT ROAD lost control turning right on right hand bend ","CAR1 too fast entering corner, lost control on unsealed road","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1952759","5790939",
"KOHI POINT LOOKOUT ROAD","1000","W","OTARAWAIRERE ROAD","201242208","08/12/2012","Sat","0230","CAR1 EBD on KOHI POINT LOOKOUT ROAD lost control turning left","CAR1 lost control when turning, new driver showed inexperience","Dry","Dark","Fine","Unknown","Nil","0","0","0","1952628","5791062",
"KOHI POINT LOOKOUT ROAD","1240","W","OTARAWAIRERE ROAD","2830803","19/01/2008","Sat","1335","SUV1 SBD on KOHI POINT LOOKOUT ROAD lost control turning right, SUV1 hit Cliff Bank on right hand bend ","SUV1 too fast entering corner, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1952546","5791288",
"KOHI POINT LOOKOUT ROAD","1250","W","OTARAWAIRERE ROAD","2801152","24/01/2008","Thu","1430","CAR1 EBD on KOHI POINT LOOKOUT ROAD lost control turning right on right hand bend ","CAR1 too fast entering corner, lost control on unsealed road","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1952540","5791296",
"KOHI POINT LOOKOUT ROAD","1300","W","OTARAWAIRERE ROAD","201204467","29/10/2012","Mon","1830","CAR1 SBD on KOHI POINT LOOKOUT ROAD lost control turning right, CAR1 went Over Bank, Tree, Ditch on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, attention diverted by cell phone","Dry","Twilight","Fine","Unknown","N/A","0","0","3","1952496","5791311",
"KOKAKO ST","","I","KEA ST","2941089","29/09/2009","Tue","1444","CAR1 NBD on KOKAKO ST missed inters or end of road, CAR1 hit Fence","CAR1 alcohol test above limit or test refused  ENV: road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Nil","0","0","0","1882539","5776306",
"KOPURIKI ROAD","5000","W","GALATEA ROAD","201232214","24/05/2012","Thu","0830","SUV1 SBD on KOPURIKI ROAD lost control; went off road to right, SUV1 hit Post Or Pole","SUV1 lost control due to road conditions  ENV: road slippery (frost or ice), fog or mist","Ice/ Snow","Overcast","Mist","Unknown","N/A","0","0","0","1927245","5746948",
"KOPURIKI ROAD","200","S","POKAIROA ROAD","201004799","17/09/2010","Fri","2230","CAR1 SBD on KOPURIKI ROAD hit obstruction, CAR1 hit Other","CAR1 alcohol suspected, new driver showed inexperience  ENV: road obstructed (fallen tree or branch)","Wet","Dark","Unknown","Unknown","Nil","0","0","1","1928593","5748822",
"KOPURIKI ROAD","700","N","SH 38","2839333","13/06/2008","Fri","0500","VAN1 NBD on KOPURIKI ROAD overtaking hit SUV2 turning right","VAN1 overtaking vehicle signaling right turn, misjudged intentions of another party  ENV: fog or mist, entering or leaving private house / farm","Ice/ Snow","Dark","Mist","Driveway","N/A","0","0","0","1922740","5737916",
"KOPURIKI ROAD","4900","N","SH 38","201102838","26/05/2011","Thu","1530","CAR1 NBD on KOPURIKI ROAD hit obstruction, CAR1 hit Cliff Bank, Slip Or Flood, Water/River","CAR1 lost control due to road conditions  ENV: road obstructed (flood waters), heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","0","1","1923796","5741842",
"KORIMAKO ST","","I","MALLARD DRIVE","2845615","23/11/2008","Sun","2130","CAR1 SBD on MALLARD DRIVE lost control turning right on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Dark","Fine","T Type Junction","Nil","0","0","0","1882494","5776353",
"KOROMIKO ST","80","N","ERICA ST","2944370","23/12/2009","Wed","1630","CAR1 SBD on KOROMIKO ST lost control on straight and hit VAN2 head on","CAR1 showing off wheelspins etc","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1877911","5822983",
"KOTARE ST","","A","LISTON AVENUE","2943151","30/10/2009","Fri","2009","CAR1 EBD on KOTARE ST lost control turning left, CAR1 hit Post Or Pole","CAR1 lost control avoiding another vehicle","Dry","Dark","Fine","Unknown","Nil","0","0","0","1869351","5712087",
"KOTARE ST","50","S","TAWA ST","201042841","02/11/2010","Tue","1635","VAN1 NBD on KOTARE ST hit Parked Vehicle while manoeuvring","VAN1 didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1869241","5712337",
"KOUTU ROAD","160","N","BELLVUE ROAD","2802837","12/05/2008","Mon","1330","VAN1 SBD on KOUTU ROAD hit PEDESTRIAN, VAN1 hit Tree","VAN1 too far left/right, attention diverted by cigarette etc, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1883796","5776747",
"KOUTU ROAD","","I","BENNETTS ROAD","201037298","06/06/2010","Sun","0001","CAR1 NBD on BENNETTS ROAD lost control turning left, CAR1 hit Cliff Bank, Kerb","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","X Type Junction","Stop Sign","0","0","0","1883956","5775334",
"KOUTU ROAD","40","N","HAMUERA ST","201230514","15/03/2012","Thu","1505","CAR1 SBD on KOUTU ROAD hit rear end of TRUCK2 stop/slow for queue","CAR1 following too closely, failed to notice car slowing  TRUCK2 following too closely","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1883901","5775902",
"KOUTU ROAD","40","N","HAMUERA ST","201139298","08/12/2011","Thu","1211","CAR1 NBD on KOUTU ROAD hit CAR2 angle parking","CAR1 misjudged intentions of another party","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1883901","5775902",
"KOUTU ROAD","60","N","HAMUERA ST","201031126","11/01/2010","Mon","1130","CAR1 SBD on KOUTU ROAD hit CAR2 turning into angle park","CAR1 failed to notice indication of vehicle in front","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1883902","5775923",
"KOUTU ROAD","","I","IAN ST","201138280","24/10/2011","Mon","1234","CAR1 NBD on KOUTU ROAD hit CAR2 turning right onto KOUTU ROAD from the left","CAR2 failed to give way at give way sign, wrong pedal","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1883851","5776508",
"KOUTU ROAD","","I","MARAE ST","2840892","14/09/2008","Sun","0946","CAR1 NBD on KOUTU ROAD lost control turning left, CAR1 hit Fence","CAR1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1883899","5775798",
"KOUTU ROAD","40","S","MERANIA ST","201103926","16/07/2011","Sat","1230","CAR1 SBD on KOUTU ROAD hit rear of CAR2 turning right from centre line","CAR1 failed to notice car slowing, attention diverted by passengers  CAR2 alcohol test above limit or test refused  ENV: entering or leaving shopping complex","Dry","Bright Sun","Fine","Driveway","Nil","0","0","1","1883902","5775922",
"KOUTU ROAD","50","S","NIHORIKI ST","201130832","11/02/2011","Fri","2214","CAR1 NBD on KOUTU ROAD lost control; went off road to right, CAR1 hit Fence","CAR1 alcohol test above limit or test refused","Dry","Dark","Fine","Unknown","Nil","0","0","0","1883922","5775545",
"KOUTU ROAD","100","S","NIHORIKI ST","2837874","05/07/2008","Sat","2345","CAR1 NBD on KOUTU ROAD hit parked veh, CAR1 hit Vehicle","CAR1 alcohol test above limit or test refused, too far left/right, windscreen or rear window misted/frosted","Ice/ Snow","Dark","Unknown","Unknown","N/A","0","0","0","1883929","5775495",
"KOUTU ROAD","30","S","TIWHA ST","201042881","08/11/2010","Mon","1845","CAR1 NBD on KOUTU ROAD lost control turning left, CAR1 hit Vehicle","CAR1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1883918","5776219",
"KOUTU ROAD","40","S","TIWHA ST","201203922","23/08/2012","Thu","2238","CAR1 NBD on KOUTU ROAD lost control turning left, CAR1 hit Fence, Post Or Pole","CAR1 lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1883918","5776209",
