1678200,Raetihi
1679300,Whanganui
1683200,Raetihi
1683300,Raetihi
1683500,Whanganui
1684000,Whanganui
1687000,Whanganui
1688200,Whanganui
1727901,Marton
1728201,Marton
1729700,Hunterville
1730300,Marton
1732000,Marton
1732100,Bulls
1732200,Marton
1740500,Marton
1744503,Taihape
1744801,Taihape
1744802,Taihape
1745801,Hunterville
1745802,Hunterville
1746700,Taihape
1747602,Hunterville
1755100,Taihape
1758500,Ashhurst
1758600,Ashhurst
1758700,Ashhurst
1759100,Ashhurst
1761200,Feilding
1762400,Feilding
1772900,Ashhurst
1773300,Kimbolton
1774801,Taihape
1775000,Kimbolton
1775900,Kimbolton
1776100,Kimbolton
1780100,Foxton
1784300,Foxton Beach
1787400,Feilding
1788000,Feilding
1789900,Feilding
1792201,Rossmont
1795300,Highbury
1796400,Highbury
1796800,Highbury
1797700,Linton
1799000,Linton
1799500,Linton
1799600,Linton
1799800,Awapuni
1800502,Awapuni
1800600,Awapuni
1807000,Awapuni
1807100,Awapuni
1808300,Palmerston North
1808900,Palmerston North
1809800,Rossmont
1810000,Rossmont
1810200,Rossmont
1813805,Linton
1820700,Highbury
1820900,Highbury
1823200,Highbury
1825700,Highbury
1829600,Palmerston North
1829800,Palmerston North
1831400,Palmerston North
1832400,Palmerston North
1849000,Rossmont
1851100,Rossmont
1852100,Shannon
1852200,Foxton
1852700,Foxton
1853501,Shannon
1854500,Shannon
1858300,Levin
1859401,Levin
1882900,Levin
1883001,Otaki
1883500,Kapiti
1883808,Kapiti
1884900,Otaki
1916400,Naenae
1917302,Lower Hutt
1917900,Lower Hutt
1918500,Petone
1919201,Lower Hutt
1919503,Lower Hutt
1919900,Lower Hutt
1922100,Waitangirua
1922202,Petone
1923700,Petone
1924500,Petone
1929300,Naenae
1930200,Naenae
1930500,Naenae
1939700,Naenae
1939900,Naenae
1940000,Naenae
1942301,Lower Hutt
1942600,Lower Hutt
1943700,Naenae
1944700,Naenae
1948700,Lower Hutt
1951700,Lower Hutt
1952300,Lower Hutt
1953100,Lower Hutt
1953600,Naenae
1953700,Naenae
1966300,Lower Hutt
1979204,Lower Hutt
1979302,Petone
1979303,Petone
1979500,Petone
1979700,Petone
1980500,Petone
1980800,Petone
1981203,Petone
1981204,Wellington
1982101,Eastbourne
1982400,Eastbourne
1982502,Eastbourne
1983900,Eastbourne
1984200,Eastbourne
1984600,Eastbourne
1985700,Eastbourne
1993900,Waitangirua
1998600,Kapiti
1998800,Kapiti
2015103,Wainuiomata
2025600,Wainuiomata
2026101,Eastbourne
2026202,Wainuiomata
2027100,Petone
2034000,Petone
2034903,Petone
2035800,Petone
2052900,Porirua Central
2053000,Porirua Central
2053501,Johnsonville
2053604,Porirua Central
2056606,Porirua Central
2066001,Waitangirua
2066100,Waitangirua
2069203,Waitangirua
2072203,Upper Hutt
2072204,Waitangirua
2072708,Porirua Central
2086403,Johnsonville
2086502,Johnsonville
2086704,Waitangirua
2086720,Johnsonville
2093600,Johnsonville
2098601,Wellington
2099100,Wellington
2099800,Wellington
2100800,Wellington
2103900,Wellington
2137102,Kilbirnie
2137201,Wellington
2137317,Wellington
2169402,Kilbirnie
2176800,Kilbirnie
2179700,Kilbirnie
2183100,Kilbirnie
2183200,Wellington
2183902,Kilbirnie
2186400,Wellington
2195700,Kilbirnie
2196200,Kilbirnie
2196600,Kilbirnie
2209500,Kilbirnie
2209600,Kilbirnie
2209700,Kilbirnie
2210900,Kilbirnie
2212400,Kilbirnie
2212600,Kilbirnie
2220000,Pahiatua
2220201,Pahiatua
2220400,Pahiatua
2221701,Pahiatua
2222400,Pahiatua
2222700,Eketahuna
2223000,Eketahuna
2223800,Pongaroa
2224400,Pongaroa
2224702,Pongaroa
2225002,Pongaroa
2226100,Eketahuna
2226800,Eketahuna
2228502,Masterton
2229001,Eketahuna
2229801,Masterton
2254800,Masterton
2262300,Masterton
2262400,Masterton
2262600,Carterton
2263500,Carterton
2264100,Masterton
2264500,Masterton
2265500,Carterton
2265600,Carterton
2271300,Featherston
2271400,Featherston
2271800,Greytown
2273000,Featherston
2273101,Featherston
2273102,Featherston
2275500,Martinborough
2275800,Martinborough
2276500,Martinborough
2276600,Martinborough
2278901,Blenheim
2283500,Havelock
2284300,Havelock
2284501,Nelson Central
2284504,Havelock
2284700,Havelock
2285001,Havelock
2285101,Havelock
2285900,Picton
2286404,Havelock
2286504,Havelock
2286601,Havelock
2286700,Blenheim
2292302,Blenheim
2292303,Blenheim
2307600,Blenheim
2308203,Hanmer Springs
2308204,Blenheim
2310500,Blenheim
2310701,Kaikoura
2310702,Cheviot
2311100,Culverden
2311200,Cheviot
2335602,Nelson Central
2335801,Nelson Central
2336002,Nelson Central
2337500,Richmond
2337700,Richmond
2338200,Richmond
2340301,Richmond
2346703,Takaka
2346709,Takaka
2347700,Takaka
2349400,Takaka
2349907,Nelson Central
2350704,Richmond
