"meshblockID" "urbanRuralGrade" "code" "urbanRural"
2938700 "Main urban area" "A" "urban"
2961600 "Main urban area" "A" "urban"
2921500 "Main urban area" "A" "urban"
2967300 "Main urban area" "A" "urban"
2898100 "Main urban area" "A" "urban"
2968700 "Main urban area" "A" "urban"
2968100 "Main urban area" "A" "urban"
2962400 "Main urban area" "A" "urban"
3179200 "Highly rural/remote area" "G" "rural"
2895900 "Main urban area" "A" "urban"
2921400 "Main urban area" "A" "urban"
2962200 "Main urban area" "A" "urban"
2909130 "Area outside urban/rural profile" "Z" NA
2897200 "Main urban area" "A" "urban"
2909105 "Area outside urban/rural profile" "Z" NA
2897400 "Main urban area" "A" "urban"
2896200 "Main urban area" "A" "urban"
3082801 "Rural area with high urban influence" "D" "rural"
2961102 "Main urban area" "A" "urban"
3143400 "Main urban area" "A" "urban"
3105400 "Main urban area" "A" "urban"
3105300 "Main urban area" "A" "urban"
3145400 "Main urban area" "A" "urban"
3110400 "Main urban area" "A" "urban"
3110500 "Main urban area" "A" "urban"
3000100 "Highly rural/remote area" "G" "rural"
3142200 "Main urban area" "A" "urban"
3143300 "Main urban area" "A" "urban"
62001 "Area outside urban/rural profile" "Z" NA
129500 "Highly rural/remote area" "G" "rural"
161702 "Main urban area" "A" "urban"
201701 "Main urban area" "A" "urban"
227008 "Main urban area" "A" "urban"
255200 "Main urban area" "A" "urban"
445000 "Main urban area" "A" "urban"
694502 "Main urban area" "A" "urban"
637200 "Main urban area" "A" "urban"
62303 "Rural area with high urban influence" "D" "rural"
133444 "Rural area with moderate urban influence" "E" "rural"
178501 "Main urban area" "A" "urban"
202101 "Main urban area" "A" "urban"
249002 "Main urban area" "A" "urban"
1047911 "Highly rural/remote area" "G" "rural"
485100 "Main urban area" "A" "urban"
539600 "Main urban area" "A" "urban"
641401 "Main urban area" "A" "urban"
65700 "Rural area with low urban influence" "F" "rural"
133420 "Highly rural/remote area" "G" "rural"
326700 "Main urban area" "A" "urban"
225901 "Main urban area" "A" "urban"
407900 "Main urban area" "A" "urban"
525400 "Main urban area" "A" "urban"
539300 "Main urban area" "A" "urban"
372200 "Main urban area" "A" "urban"
76902 "Highly rural/remote area" "G" "rural"
175813 "Main urban area" "A" "urban"
185004 "Main urban area" "A" "urban"
361000 "Main urban area" "A" "urban"
505400 "Main urban area" "A" "urban"
236705 "Main urban area" "A" "urban"
626404 "Main urban area" "A" "urban"
285900 "Main urban area" "A" "urban"
587700 "Main urban area" "A" "urban"
173901 "Main urban area" "A" "urban"
218401 "Rural area with high urban influence" "D" "rural"
352200 "Main urban area" "A" "urban"
499100 "Main urban area" "A" "urban"
525000 "Main urban area" "A" "urban"
280901 "Main urban area" "A" "urban"
565300 "Main urban area" "A" "urban"
639800 "Main urban area" "A" "urban"
75002 "Rural area with high urban influence" "D" "rural"
173703 "Main urban area" "A" "urban"
194300 "Main urban area" "A" "urban"
338900 "Main urban area" "A" "urban"
413500 "Main urban area" "A" "urban"
385500 "Main urban area" "A" "urban"
273100 "Main urban area" "A" "urban"
581300 "Main urban area" "A" "urban"
587400 "Main urban area" "A" "urban"
61802 "Main urban area" "A" "urban"
158904 "Main urban area" "A" "urban"
515202 "Satellite Urban Area" "C" "urban"
230200 "Main urban area" "A" "urban"
449600 "Main urban area" "A" "urban"
719600 "Main urban area" "A" "urban"
447902 "Main urban area" "A" "urban"
371400 "Main urban area" "A" "urban"
86104 "Main urban area" "A" "urban"
135700 "Rural area with low urban influence" "F" "rural"
178706 "Main urban area" "A" "urban"
347201 "Main urban area" "A" "urban"
249900 "Main urban area" "A" "urban"
497800 "Main urban area" "A" "urban"
528201 "Main urban area" "A" "urban"
645000 "Main urban area" "A" "urban"
582302 "Main urban area" "A" "urban"
63705 "Main urban area" "A" "urban"
134302 "Highly rural/remote area" "G" "rural"
158706 "Main urban area" "A" "urban"
515703 "Satellite Urban Area" "C" "urban"
248100 "Main urban area" "A" "urban"
503300 "Main urban area" "A" "urban"
444700 "Main urban area" "A" "urban"
617600 "Main urban area" "A" "urban"
279500 "Main urban area" "A" "urban"
80500 "Highly rural/remote area" "G" "rural"
217600 "Rural area with high urban influence" "D" "rural"
307700 "Main urban area" "A" "urban"
1046901 "Independent Urban Area" "B" "urban"
500200 "Main urban area" "A" "urban"
489100 "Main urban area" "A" "urban"
557900 "Main urban area" "A" "urban"
717706 "Main urban area" "A" "urban"
591800 "Main urban area" "A" "urban"
115500 "Independent Urban Area" "B" "urban"
208500 "Satellite Urban Area" "C" "urban"
308900 "Main urban area" "A" "urban"
218902 "Rural area with high urban influence" "D" "rural"
435600 "Main urban area" "A" "urban"
240503 "Main urban area" "A" "urban"
554500 "Main urban area" "A" "urban"
265300 "Main urban area" "A" "urban"
288800 "Main urban area" "A" "urban"
80100 "Rural area with moderate urban influence" "E" "rural"
175816 "Main urban area" "A" "urban"
195900 "Main urban area" "A" "urban"
1045513 "Independent Urban Area" "B" "urban"
409100 "Main urban area" "A" "urban"
258500 "Main urban area" "A" "urban"
634000 "Main urban area" "A" "urban"
565400 "Main urban area" "A" "urban"
635601 "Main urban area" "A" "urban"
90100 "Main urban area" "A" "urban"
138814 "Rural area with moderate urban influence" "E" "rural"
180402 "Main urban area" "A" "urban"
348900 "Main urban area" "A" "urban"
426000 "Main urban area" "A" "urban"
508200 "Main urban area" "A" "urban"
477800 "Main urban area" "A" "urban"
448700 "Main urban area" "A" "urban"
262002 "Main urban area" "A" "urban"
89500 "Main urban area" "A" "urban"
138201 "Rural area with low urban influence" "F" "rural"
156002 "Main urban area" "A" "urban"
205202 "Main urban area" "A" "urban"
228600 "Main urban area" "A" "urban"
407000 "Main urban area" "A" "urban"
280703 "Main urban area" "A" "urban"
617700 "Main urban area" "A" "urban"
572001 "Main urban area" "A" "urban"
85600 "Main urban area" "A" "urban"
1281006 "Highly rural/remote area" "G" "rural"
142700 "Independent Urban Area" "B" "urban"
1030500 "Rural area with moderate urban influence" "E" "rural"
154900 "Main urban area" "A" "urban"
1029900 "Rural area with low urban influence" "F" "rural"
363600 "Main urban area" "A" "urban"
1026800 "Highly rural/remote area" "G" "rural"
251000 "Main urban area" "A" "urban"
1041400 "Rural area with low urban influence" "F" "rural"
255600 "Main urban area" "A" "urban"
1396800 "Highly rural/remote area" "G" "rural"
853100 "Rural area with high urban influence" "D" "rural"
458200 "Main urban area" "A" "urban"
1041500 "Highly rural/remote area" "G" "rural"
849300 "Highly rural/remote area" "G" "rural"
561600 "Main urban area" "A" "urban"
1365600 "Rural area with moderate urban influence" "E" "rural"
1194000 "Rural area with moderate urban influence" "E" "rural"
622200 "Main urban area" "A" "urban"
1090700 "Rural area with low urban influence" "F" "rural"
953900 "Rural area with low urban influence" "F" "rural"
954600 "Rural area with low urban influence" "F" "rural"
1185400 "Rural area with moderate urban influence" "E" "rural"
1342300 "Rural area with low urban influence" "F" "rural"
1021800 "Rural area with low urban influence" "F" "rural"
1027000 "Highly rural/remote area" "G" "rural"
1186800 "Highly rural/remote area" "G" "rural"
949900 "Main urban area" "A" "urban"
931500 "Main urban area" "A" "urban"
888302 "Main urban area" "A" "urban"
888400 "Main urban area" "A" "urban"
920600 "Main urban area" "A" "urban"
931200 "Main urban area" "A" "urban"
854901 "Satellite Urban Area" "C" "urban"
888500 "Main urban area" "A" "urban"
888301 "Main urban area" "A" "urban"
892200 "Main urban area" "A" "urban"
921100 "Main urban area" "A" "urban"
2904700 "Main urban area" "A" "urban"
2904800 "Main urban area" "A" "urban"
2962900 "Main urban area" "A" "urban"
2940900 "Main urban area" "A" "urban"
2964400 "Main urban area" "A" "urban"
2905000 "Main urban area" "A" "urban"
2509804 "Main urban area" "A" "urban"
2901800 "Main urban area" "A" "urban"
2503702 "Main urban area" "A" "urban"
2903100 "Main urban area" "A" "urban"
2504113 "Main urban area" "A" "urban"
2509803 "Main urban area" "A" "urban"
2509806 "Main urban area" "A" "urban"
2509807 "Main urban area" "A" "urban"
2509805 "Main urban area" "A" "urban"
2510102 "Main urban area" "A" "urban"
2974100 "Rural area with moderate urban influence" "E" "rural"
2903000 "Main urban area" "A" "urban"
2504106 "Main urban area" "A" "urban"
2512900 "Main urban area" "A" "urban"
2658900 "Main urban area" "A" "urban"
2489804 "Main urban area" "A" "urban"
2581700 "Main urban area" "A" "urban"
2617200 "Main urban area" "A" "urban"
2582900 "Main urban area" "A" "urban"
2496003 "Main urban area" "A" "urban"
2539203 "Main urban area" "A" "urban"
2583100 "Main urban area" "A" "urban"
2096200 "Main urban area" "A" "urban"
2137313 "Area outside urban/rural profile" "Z" NA
2352500 "Rural area with moderate urban influence" "E" "rural"
2491502 "Main urban area" "A" "urban"
2093000 "Main urban area" "A" "urban"
2590301 "Main urban area" "A" "urban"
2015402 "Main urban area" "A" "urban"
2011300 "Main urban area" "A" "urban"
1713800 "Main urban area" "A" "urban"
2091700 "Main urban area" "A" "urban"
1715900 "Main urban area" "A" "urban"
2097700 "Main urban area" "A" "urban"
1715600 "Main urban area" "A" "urban"
1712900 "Main urban area" "A" "urban"
1697700 "Main urban area" "A" "urban"
1696000 "Main urban area" "A" "urban"
1714300 "Main urban area" "A" "urban"
1718500 "Main urban area" "A" "urban"
2096800 "Main urban area" "A" "urban"
2091800 "Main urban area" "A" "urban"
1714500 "Main urban area" "A" "urban"
1724500 "Main urban area" "A" "urban"
1869700 "Independent Urban Area" "B" "urban"
1872000 "Independent Urban Area" "B" "urban"
1866600 "Independent Urban Area" "B" "urban"
1865900 "Independent Urban Area" "B" "urban"
1866500 "Independent Urban Area" "B" "urban"
1869402 "Independent Urban Area" "B" "urban"
1871900 "Independent Urban Area" "B" "urban"
1869600 "Independent Urban Area" "B" "urban"
2227300 "Rural area with low urban influence" "F" "rural"
1869800 "Independent Urban Area" "B" "urban"
1319600 "Independent Urban Area" "B" "urban"
101500 "Main urban area" "A" "urban"
1220100 "Main urban area" "A" "urban"
139504 "Independent Urban Area" "B" "urban"
1319800 "Independent Urban Area" "B" "urban"
215901 "Main urban area" "A" "urban"
1319300 "Independent Urban Area" "B" "urban"
206500 "Main urban area" "A" "urban"
1318800 "Independent Urban Area" "B" "urban"
440104 "Area outside urban/rural profile" "Z" NA
1000600 "Rural area with low urban influence" "F" "rural"
775805 "Main urban area" "A" "urban"
396400 "Main urban area" "A" "urban"
1220600 "Main urban area" "A" "urban"
1059907 "Independent Urban Area" "B" "urban"
523200 "Main urban area" "A" "urban"
1220200 "Main urban area" "A" "urban"
775813 "Main urban area" "A" "urban"
578100 "Main urban area" "A" "urban"
753304 "Main urban area" "A" "urban"
370000 "Main urban area" "A" "urban"
1059313 "Independent Urban Area" "B" "urban"
771800 "Main urban area" "A" "urban"
776800 "Main urban area" "A" "urban"
774423 "Main urban area" "A" "urban"
1220700 "Main urban area" "A" "urban"
1319700 "Independent Urban Area" "B" "urban"
1280705 "Rural area with low urban influence" "F" "rural"
1364900 "Rural area with moderate urban influence" "E" "rural"
1385105 "Main urban area" "A" "urban"
1385800 "Main urban area" "A" "urban"
753402 "Main urban area" "A" "urban"
1385104 "Main urban area" "A" "urban"
759722 "Main urban area" "A" "urban"
1040800 "Highly rural/remote area" "G" "rural"
1092000 "Rural area with moderate urban influence" "E" "rural"
97300 "Main urban area" "A" "urban"
1385902 "Main urban area" "A" "urban"
853900 "Rural area with high urban influence" "D" "rural"
139501 "Independent Urban Area" "B" "urban"
1385700 "Main urban area" "A" "urban"
1106700 "Rural area with low urban influence" "F" "rural"
151000 "Main urban area" "A" "urban"
1313703 "Area outside urban/rural profile" "Z" NA
321300 "Main urban area" "A" "urban"
1184900 "Rural area with moderate urban influence" "E" "rural"
433503 "Main urban area" "A" "urban"
1106800 "Rural area with low urban influence" "F" "rural"
406502 "Main urban area" "A" "urban"
1107900 "Rural area with low urban influence" "F" "rural"
678400 "Main urban area" "A" "urban"
852600 "Rural area with low urban influence" "F" "rural"
624302 "Main urban area" "A" "urban"
689000 "Main urban area" "A" "urban"
1364400 "Rural area with moderate urban influence" "E" "rural"
1359001 "Main urban area" "A" "urban"
1108200 "Rural area with low urban influence" "F" "rural"
850600 "Rural area with high urban influence" "D" "rural"
72900 "Rural area with moderate urban influence" "E" "rural"
147216 "Area outside urban/rural profile" "Z" NA
152500 "Main urban area" "A" "urban"
363901 "Main urban area" "A" "urban"
421600 "Main urban area" "A" "urban"
450901 "Main urban area" "A" "urban"
550600 "Main urban area" "A" "urban"
655002 "Main urban area" "A" "urban"
686700 "Main urban area" "A" "urban"
2785802 "Independent Urban Area" "B" "urban"
2785000 "Independent Urban Area" "B" "urban"
2784502 "Independent Urban Area" "B" "urban"
2774606 "Independent Urban Area" "B" "urban"
2785801 "Independent Urban Area" "B" "urban"
2783400 "Independent Urban Area" "B" "urban"
2175400 "Main urban area" "A" "urban"
2783000 "Independent Urban Area" "B" "urban"
2211800 "Main urban area" "A" "urban"
2784700 "Independent Urban Area" "B" "urban"
2214400 "Main urban area" "A" "urban"
2187303 "Main urban area" "A" "urban"
2363206 "Main urban area" "A" "urban"
2364900 "Main urban area" "A" "urban"
2174800 "Main urban area" "A" "urban"
2362100 "Main urban area" "A" "urban"
2774607 "Independent Urban Area" "B" "urban"
2774700 "Independent Urban Area" "B" "urban"
2868800 "Main urban area" "A" "urban"
2905300 "Main urban area" "A" "urban"
2908100 "Main urban area" "A" "urban"
2868700 "Main urban area" "A" "urban"
2212300 "Main urban area" "A" "urban"
2868600 "Main urban area" "A" "urban"
2195000 "Main urban area" "A" "urban"
2904200 "Main urban area" "A" "urban"
2514900 "Main urban area" "A" "urban"
2882100 "Main urban area" "A" "urban"
2515000 "Main urban area" "A" "urban"
2906600 "Main urban area" "A" "urban"
2503902 "Main urban area" "A" "urban"
2513600 "Main urban area" "A" "urban"
2513502 "Main urban area" "A" "urban"
2465900 "Rural area with low urban influence" "F" "rural"
2513501 "Main urban area" "A" "urban"
2466800 "Rural area with high urban influence" "D" "rural"
2906500 "Main urban area" "A" "urban"
2905201 "Main urban area" "A" "urban"
2267900 "Satellite Urban Area" "C" "urban"
1885600 "Main urban area" "A" "urban"
1903710 "Main urban area" "A" "urban"
2515105 "Main urban area" "A" "urban"
1907800 "Main urban area" "A" "urban"
2515110 "Main urban area" "A" "urban"
1915301 "Rural area with high urban influence" "D" "rural"
1910000 "Main urban area" "A" "urban"
1650900 "Rural area with low urban influence" "F" "rural"
1909000 "Main urban area" "A" "urban"
1421200 "Main urban area" "A" "urban"
2037800 "Main urban area" "A" "urban"
1653100 "Independent Urban Area" "B" "urban"
1411400 "Rural area with high urban influence" "D" "rural"
1650802 "Rural area with low urban influence" "F" "rural"
1416900 "Main urban area" "A" "urban"
1417200 "Main urban area" "A" "urban"
1419400 "Main urban area" "A" "urban"
1906800 "Main urban area" "A" "urban"
1909100 "Main urban area" "A" "urban"
2095500 "Main urban area" "A" "urban"
2011100 "Main urban area" "A" "urban"
2095800 "Main urban area" "A" "urban"
2012800 "Main urban area" "A" "urban"
1421500 "Main urban area" "A" "urban"
1421600 "Main urban area" "A" "urban"
1980300 "Main urban area" "A" "urban"
1698200 "Main urban area" "A" "urban"
2088500 "Main urban area" "A" "urban"
1722100 "Main urban area" "A" "urban"
2089600 "Main urban area" "A" "urban"
1523100 "Rural area with moderate urban influence" "E" "rural"
1747900 "Rural area with moderate urban influence" "E" "rural"
1712000 "Main urban area" "A" "urban"
1427908 "Area outside urban/rural profile" "Z" NA
1696900 "Main urban area" "A" "urban"
1723100 "Main urban area" "A" "urban"
2351100 "Rural area with moderate urban influence" "E" "rural"
2015403 "Main urban area" "A" "urban"
1713500 "Main urban area" "A" "urban"
1695500 "Main urban area" "A" "urban"
3132500 "Main urban area" "A" "urban"
3127500 "Main urban area" "A" "urban"
3132400 "Main urban area" "A" "urban"
3137800 "Main urban area" "A" "urban"
3128200 "Main urban area" "A" "urban"
3127600 "Main urban area" "A" "urban"
3132700 "Main urban area" "A" "urban"
3131200 "Main urban area" "A" "urban"
3131600 "Main urban area" "A" "urban"
3115700 "Main urban area" "A" "urban"
905902 "Main urban area" "A" "urban"
913100 "Main urban area" "A" "urban"
905807 "Main urban area" "A" "urban"
910600 "Main urban area" "A" "urban"
894500 "Main urban area" "A" "urban"
896401 "Main urban area" "A" "urban"
915600 "Main urban area" "A" "urban"
913000 "Main urban area" "A" "urban"
890100 "Main urban area" "A" "urban"
889500 "Main urban area" "A" "urban"
1348900 "Highly rural/remote area" "G" "rural"
1317400 "Independent Urban Area" "B" "urban"
1251500 "Main urban area" "A" "urban"
1348400 "Highly rural/remote area" "G" "rural"
1316300 "Independent Urban Area" "B" "urban"
1320102 "Independent Urban Area" "B" "urban"
775807 "Main urban area" "A" "urban"
1251400 "Main urban area" "A" "urban"
753202 "Main urban area" "A" "urban"
1318000 "Independent Urban Area" "B" "urban"
752900 "Main urban area" "A" "urban"
1059909 "Independent Urban Area" "B" "urban"
1059310 "Independent Urban Area" "B" "urban"
759734 "Main urban area" "A" "urban"
758700 "Main urban area" "A" "urban"
759702 "Main urban area" "A" "urban"
1317800 "Independent Urban Area" "B" "urban"
1326115 "Independent Urban Area" "B" "urban"
758400 "Main urban area" "A" "urban"
758500 "Main urban area" "A" "urban"
109103 "Main urban area" "A" "urban"
170811 "Main urban area" "A" "urban"
213800 "Main urban area" "A" "urban"
350500 "Main urban area" "A" "urban"
428100 "Main urban area" "A" "urban"
405400 "Main urban area" "A" "urban"
719802 "Main urban area" "A" "urban"
265900 "Main urban area" "A" "urban"
261803 "Main urban area" "A" "urban"
103600 "Main urban area" "A" "urban"
177000 "Rural area with high urban influence" "D" "rural"
180103 "Main urban area" "A" "urban"
2479800 "Main urban area" "A" "urban"
362502 "Main urban area" "A" "urban"
2647900 "Main urban area" "A" "urban"
440118 "Area outside urban/rural profile" "Z" NA
2648700 "Main urban area" "A" "urban"
533000 "Main urban area" "A" "urban"
2648600 "Main urban area" "A" "urban"
523400 "Main urban area" "A" "urban"
2649400 "Main urban area" "A" "urban"
643802 "Main urban area" "A" "urban"
2649300 "Main urban area" "A" "urban"
711124 "Main urban area" "A" "urban"
2475600 "Main urban area" "A" "urban"
2649500 "Main urban area" "A" "urban"
2647500 "Main urban area" "A" "urban"
2477300 "Main urban area" "A" "urban"
2772601 "Rural area with low urban influence" "F" "rural"
2772602 "Rural area with moderate urban influence" "E" "rural"
2809600 "Independent Urban Area" "B" "urban"
102201 "Main urban area" "A" "urban"
2851600 "Highly rural/remote area" "G" "rural"
2809500 "Independent Urban Area" "B" "urban"
1045406 "Rural area with low urban influence" "F" "rural"
2777700 "Rural area with moderate urban influence" "E" "rural"
2173800 "Main urban area" "A" "urban"
222903 "Main urban area" "A" "urban"
2809400 "Independent Urban Area" "B" "urban"
2361800 "Main urban area" "A" "urban"
634357 "Area outside urban/rural profile" "Z" NA
2809300 "Independent Urban Area" "B" "urban"
2280104 "Highly rural/remote area" "G" "rural"
503500 "Main urban area" "A" "urban"
2196300 "Main urban area" "A" "urban"
541700 "Main urban area" "A" "urban"
2173100 "Main urban area" "A" "urban"
565900 "Main urban area" "A" "urban"
2197400 "Main urban area" "A" "urban"
597800 "Main urban area" "A" "urban"
2166100 "Main urban area" "A" "urban"
2196400 "Main urban area" "A" "urban"
2772800 "Rural area with moderate urban influence" "E" "rural"
2805000 "Rural area with low urban influence" "F" "rural"
1782400 "Satellite Urban Area" "C" "urban"
1781800 "Satellite Urban Area" "C" "urban"
2173900 "Main urban area" "A" "urban"
2173500 "Main urban area" "A" "urban"
1853300 "Rural area with high urban influence" "D" "rural"
2221600 "Rural area with low urban influence" "F" "rural"
2222500 "Rural area with low urban influence" "F" "rural"
1781900 "Satellite Urban Area" "C" "urban"
1903709 "Main urban area" "A" "urban"
2284400 "Rural area with low urban influence" "F" "rural"
1912800 "Main urban area" "A" "urban"
2072522 "Main urban area" "A" "urban"
1913000 "Main urban area" "A" "urban"
2057101 "Main urban area" "A" "urban"
1754602 "Independent Urban Area" "B" "urban"
2072520 "Main urban area" "A" "urban"
1631900 "Rural area with low urban influence" "F" "rural"
1913100 "Main urban area" "A" "urban"
1753000 "Independent Urban Area" "B" "urban"
1753100 "Independent Urban Area" "B" "urban"
1753500 "Independent Urban Area" "B" "urban"
1654200 "Independent Urban Area" "B" "urban"
1409900 "Rural area with moderate urban influence" "E" "rural"
1752900 "Independent Urban Area" "B" "urban"
2039400 "Main urban area" "A" "urban"
1903900 "Rural area with high urban influence" "D" "rural"
1669500 "Highly rural/remote area" "G" "rural"
1754300 "Independent Urban Area" "B" "urban"
3116500 "Main urban area" "A" "urban"
3161302 "Main urban area" "A" "urban"
3125600 "Main urban area" "A" "urban"
3079402 "Rural area with high urban influence" "D" "rural"
3129900 "Main urban area" "A" "urban"
3163300 "Rural area with low urban influence" "F" "rural"
3125000 "Main urban area" "A" "urban"
3117000 "Main urban area" "A" "urban"
3125500 "Main urban area" "A" "urban"
3116200 "Main urban area" "A" "urban"
1368800 "Main urban area" "A" "urban"
1379800 "Main urban area" "A" "urban"
1379700 "Main urban area" "A" "urban"
1361200 "Main urban area" "A" "urban"
1368700 "Main urban area" "A" "urban"
1367601 "Main urban area" "A" "urban"
1092800 "Highly rural/remote area" "G" "rural"
1266618 "Independent Urban Area" "B" "urban"
942701 "Satellite Urban Area" "C" "urban"
1366800 "Main urban area" "A" "urban"
848400 "Satellite Urban Area" "C" "urban"
1101500 "Independent Urban Area" "B" "urban"
1105100 "Independent Urban Area" "B" "urban"
947400 "Rural area with low urban influence" "F" "rural"
1102000 "Independent Urban Area" "B" "urban"
943401 "Satellite Urban Area" "C" "urban"
1366900 "Main urban area" "A" "urban"
1368200 "Main urban area" "A" "urban"
851900 "Rural area with moderate urban influence" "E" "rural"
942702 "Satellite Urban Area" "C" "urban"
1191701 "Rural area with high urban influence" "D" "rural"
909900 "Main urban area" "A" "urban"
978113 "Main urban area" "A" "urban"
909800 "Main urban area" "A" "urban"
905200 "Main urban area" "A" "urban"
905901 "Main urban area" "A" "urban"
909200 "Main urban area" "A" "urban"
915400 "Main urban area" "A" "urban"
904100 "Main urban area" "A" "urban"
905805 "Main urban area" "A" "urban"
2886600 "Main urban area" "A" "urban"
2888700 "Main urban area" "A" "urban"
2889000 "Main urban area" "A" "urban"
2886500 "Main urban area" "A" "urban"
2888500 "Main urban area" "A" "urban"
2892700 "Main urban area" "A" "urban"
2457202 "Rural area with high urban influence" "D" "rural"
2870800 "Main urban area" "A" "urban"
2462400 "Rural area with moderate urban influence" "E" "rural"
2887300 "Main urban area" "A" "urban"
2457004 "Rural area with moderate urban influence" "E" "rural"
2448000 "Rural area with high urban influence" "D" "rural"
2449502 "Rural area with high urban influence" "D" "rural"
2449700 "Rural area with high urban influence" "D" "rural"
2449600 "Rural area with high urban influence" "D" "rural"
2449504 "Rural area with high urban influence" "D" "rural"
2865400 "Main urban area" "A" "urban"
2865000 "Main urban area" "A" "urban"
2457301 "Rural area with moderate urban influence" "E" "rural"
2457104 "Rural area with moderate urban influence" "E" "rural"
2652000 "Main urban area" "A" "urban"
2651900 "Main urban area" "A" "urban"
2652200 "Main urban area" "A" "urban"
2652100 "Main urban area" "A" "urban"
111300 "Main urban area" "A" "urban"
2650300 "Main urban area" "A" "urban"
2650200 "Main urban area" "A" "urban"
193300 "Main urban area" "A" "urban"
2479305 "Main urban area" "A" "urban"
366602 "Main urban area" "A" "urban"
2471200 "Main urban area" "A" "urban"
435201 "Main urban area" "A" "urban"
238600 "Main urban area" "A" "urban"
387601 "Main urban area" "A" "urban"
285703 "Main urban area" "A" "urban"
711410 "Main urban area" "A" "urban"
1979201 "Main urban area" "A" "urban"
2027500 "Main urban area" "A" "urban"
1979302 "Main urban area" "A" "urban"
2648300 "Main urban area" "A" "urban"
2084500 "Main urban area" "A" "urban"
2473403 "Main urban area" "A" "urban"
2274300 "Independent Urban Area" "B" "urban"
2029200 "Main urban area" "A" "urban"
1686900 "Rural area with high urban influence" "D" "rural"
2274000 "Independent Urban Area" "B" "urban"
1691300 "Main urban area" "A" "urban"
2027400 "Main urban area" "A" "urban"
1707100 "Main urban area" "A" "urban"
1690700 "Main urban area" "A" "urban"
1690300 "Main urban area" "A" "urban"
1511400 "Rural area with low urban influence" "F" "rural"
1691200 "Main urban area" "A" "urban"
107908 "Main urban area" "A" "urban"
1682902 "Main urban area" "A" "urban"
212502 "Rural area with high urban influence" "D" "rural"
182011 "Main urban area" "A" "urban"
2083500 "Main urban area" "A" "urban"
223012 "Main urban area" "A" "urban"
2085302 "Main urban area" "A" "urban"
1046005 "Independent Urban Area" "B" "urban"
468100 "Main urban area" "A" "urban"
275600 "Main urban area" "A" "urban"
643402 "Main urban area" "A" "urban"
1704900 "Main urban area" "A" "urban"
368000 "Main urban area" "A" "urban"
1776002 "Highly rural/remote area" "G" "rural"
2221101 "Independent Urban Area" "B" "urban"
1785002 "Satellite Urban Area" "C" "urban"
1779700 "Satellite Urban Area" "C" "urban"
1779500 "Satellite Urban Area" "C" "urban"
2217200 "Independent Urban Area" "B" "urban"
1852500 "Rural area with moderate urban influence" "E" "rural"
1783200 "Satellite Urban Area" "C" "urban"
2217400 "Independent Urban Area" "B" "urban"
109800 "Main urban area" "A" "urban"
171804 "Main urban area" "A" "urban"
180842 "Main urban area" "A" "urban"
1782902 "Satellite Urban Area" "C" "urban"
322800 "Main urban area" "A" "urban"
2217900 "Independent Urban Area" "B" "urban"
434500 "Main urban area" "A" "urban"
486300 "Main urban area" "A" "urban"
479400 "Main urban area" "A" "urban"
592400 "Main urban area" "A" "urban"
601200 "Main urban area" "A" "urban"
1336101 "Highly rural/remote area" "G" "rural"
1325200 "Rural area with moderate urban influence" "E" "rural"
1324600 "Rural area with moderate urban influence" "E" "rural"
1324700 "Rural area with moderate urban influence" "E" "rural"
1337206 "Independent Urban Area" "B" "urban"
1325100 "Rural area with moderate urban influence" "E" "rural"
760705 "Main urban area" "A" "urban"
1337306 "Rural area with moderate urban influence" "E" "rural"
755000 "Main urban area" "A" "urban"
1298702 "Rural area with low urban influence" "F" "rural"
780700 "Main urban area" "A" "urban"
762302 "Rural area with high urban influence" "D" "rural"
780505 "Main urban area" "A" "urban"
761000 "Main urban area" "A" "urban"
760811 "Main urban area" "A" "urban"
727300 "Main urban area" "A" "urban"
1336201 "Independent Urban Area" "B" "urban"
995100 "Rural area with moderate urban influence" "E" "rural"
1266904 "Independent Urban Area" "B" "urban"
1379000 "Main urban area" "A" "urban"
1377800 "Main urban area" "A" "urban"
1377701 "Main urban area" "A" "urban"
760703 "Main urban area" "A" "urban"
1379100 "Main urban area" "A" "urban"
755100 "Main urban area" "A" "urban"
1266406 "Independent Urban Area" "B" "urban"
1181701 "Rural area with moderate urban influence" "E" "rural"
1378000 "Main urban area" "A" "urban"
940702 "Rural area with moderate urban influence" "E" "rural"
1266501 "Independent Urban Area" "B" "urban"
1093300 "Rural area with moderate urban influence" "E" "rural"
1181702 "Rural area with moderate urban influence" "E" "rural"
1093200 "Rural area with low urban influence" "F" "rural"
1093500 "Rural area with low urban influence" "F" "rural"
941200 "Rural area with low urban influence" "F" "rural"
1093400 "Rural area with moderate urban influence" "E" "rural"
1368400 "Main urban area" "A" "urban"
1266407 "Independent Urban Area" "B" "urban"
1181703 "Rural area with low urban influence" "F" "rural"
1181804 "Rural area with low urban influence" "F" "rural"
27700 "Highly rural/remote area" "G" "rural"
124000 "Highly rural/remote area" "G" "rural"
165605 "Main urban area" "A" "urban"
186700 "Main urban area" "A" "urban"
439900 "Highly rural/remote area" "G" "rural"
253300 "Main urban area" "A" "urban"
242800 "Main urban area" "A" "urban"
518500 "Main urban area" "A" "urban"
641402 "Main urban area" "A" "urban"
46002 "Rural area with moderate urban influence" "E" "rural"
81511 "Highly rural/remote area" "G" "rural"
1045802 "Independent Urban Area" "B" "urban"
