"meshblockID" "urbanRuralGrade" "code" "urbanRural"
781600 "Main urban area" "A" "urban"
588402 "Main urban area" "A" "urban"
711709 "Main urban area" "A" "urban"
786600 "Main urban area" "A" "urban"
711723 "Main urban area" "A" "urban"
602504 "Main urban area" "A" "urban"
711716 "Main urban area" "A" "urban"
297100 "Main urban area" "A" "urban"
174005 "Main urban area" "A" "urban"
301100 "Main urban area" "A" "urban"
293301 "Main urban area" "A" "urban"
181614 "Area outside urban/rural profile" "Z" NA
290900 "Main urban area" "A" "urban"
282302 "Main urban area" "A" "urban"
315900 "Main urban area" "A" "urban"
887501 "Main urban area" "A" "urban"
234600 "Main urban area" "A" "urban"
916101 "Main urban area" "A" "urban"
920902 "Main urban area" "A" "urban"
239510 "Main urban area" "A" "urban"
881500 "Main urban area" "A" "urban"
1254900 "Main urban area" "A" "urban"
538500 "Main urban area" "A" "urban"
1232102 "Main urban area" "A" "urban"
629200 "Main urban area" "A" "urban"
1254505 "Main urban area" "A" "urban"
602503 "Main urban area" "A" "urban"
1227800 "Main urban area" "A" "urban"
301200 "Main urban area" "A" "urban"
1233900 "Main urban area" "A" "urban"
711706 "Main urban area" "A" "urban"
608335 "Area outside urban/rural profile" "Z" NA
1000900 "Rural area with low urban influence" "F" "rural"
281905 "Rural area with high urban influence" "D" "rural"
769040 "Main urban area" "A" "urban"
1233800 "Main urban area" "A" "urban"
769016 "Main urban area" "A" "urban"
1226000 "Main urban area" "A" "urban"
1060217 "Highly rural/remote area" "G" "rural"
769017 "Main urban area" "A" "urban"
769034 "Main urban area" "A" "urban"
767918 "Main urban area" "A" "urban"
1059628 "Highly rural/remote area" "G" "rural"
773200 "Main urban area" "A" "urban"
1004400 "Rural area with low urban influence" "F" "rural"
120000 "Rural area with low urban influence" "F" "rural"
1232200 "Main urban area" "A" "urban"
177801 "Rural area with high urban influence" "D" "rural"
195001 "Main urban area" "A" "urban"
338600 "Main urban area" "A" "urban"
455800 "Main urban area" "A" "urban"
769028 "Main urban area" "A" "urban"
526100 "Main urban area" "A" "urban"
767502 "Main urban area" "A" "urban"
1088000 "Independent Urban Area" "B" "urban"
273201 "Main urban area" "A" "urban"
1186201 "Rural area with moderate urban influence" "E" "rural"
269400 "Main urban area" "A" "urban"
1089100 "Independent Urban Area" "B" "urban"
952602 "Main urban area" "A" "urban"
858900 "Main urban area" "A" "urban"
1109700 "Rural area with low urban influence" "F" "rural"
1098500 "Rural area with low urban influence" "F" "rural"
1089200 "Independent Urban Area" "B" "urban"
1196100 "Main urban area" "A" "urban"
857500 "Main urban area" "A" "urban"
119700 "Rural area with low urban influence" "F" "rural"
173417 "Main urban area" "A" "urban"
214800 "Main urban area" "A" "urban"
352000 "Main urban area" "A" "urban"
510701 "Main urban area" "A" "urban"
483600 "Main urban area" "A" "urban"
447500 "Main urban area" "A" "urban"
278502 "Main urban area" "A" "urban"
589101 "Main urban area" "A" "urban"
2638600 "Main urban area" "A" "urban"
2619903 "Main urban area" "A" "urban"
2638702 "Main urban area" "A" "urban"
2539103 "Main urban area" "A" "urban"
2490200 "Main urban area" "A" "urban"
2492502 "Main urban area" "A" "urban"
2581800 "Main urban area" "A" "urban"
2589402 "Main urban area" "A" "urban"
2644800 "Main urban area" "A" "urban"
2539204 "Main urban area" "A" "urban"
2498700 "Main urban area" "A" "urban"
2620700 "Main urban area" "A" "urban"
2286403 "Area outside urban/rural profile" "Z" NA
2326300 "Main urban area" "A" "urban"
2496100 "Rural area with high urban influence" "D" "rural"
2327300 "Main urban area" "A" "urban"
2498502 "Main urban area" "A" "urban"
2092500 "Main urban area" "A" "urban"
2660600 "Main urban area" "A" "urban"
2619901 "Main urban area" "A" "urban"
2016100 "Main urban area" "A" "urban"
2015600 "Main urban area" "A" "urban"
2279601 "Rural area with low urban influence" "F" "rural"
2017300 "Main urban area" "A" "urban"
2105001 "Main urban area" "A" "urban"
2014202 "Main urban area" "A" "urban"
2279803 "Independent Urban Area" "B" "urban"
2098601 "Main urban area" "A" "urban"
2104800 "Main urban area" "A" "urban"
2325600 "Main urban area" "A" "urban"
2326400 "Main urban area" "A" "urban"
2639700 "Main urban area" "A" "urban"
2583600 "Main urban area" "A" "urban"
2587100 "Main urban area" "A" "urban"
2481100 "Main urban area" "A" "urban"
2800100 "Independent Urban Area" "B" "urban"
2800000 "Independent Urban Area" "B" "urban"
2800300 "Independent Urban Area" "B" "urban"
2800200 "Independent Urban Area" "B" "urban"
2279602 "Rural area with moderate urban influence" "E" "rural"
2317600 "Main urban area" "A" "urban"
2796800 "Independent Urban Area" "B" "urban"
2317200 "Main urban area" "A" "urban"
2800400 "Independent Urban Area" "B" "urban"
2189800 "Main urban area" "A" "urban"
2800900 "Independent Urban Area" "B" "urban"
2360003 "Highly rural/remote area" "G" "rural"
2796700 "Independent Urban Area" "B" "urban"
2189500 "Main urban area" "A" "urban"
2194805 "Main urban area" "A" "urban"
2358600 "Main urban area" "A" "urban"
2194806 "Main urban area" "A" "urban"
2189901 "Main urban area" "A" "urban"
2358900 "Main urban area" "A" "urban"
2796900 "Independent Urban Area" "B" "urban"
2801400 "Independent Urban Area" "B" "urban"
1872300 "Independent Urban Area" "B" "urban"
1867400 "Independent Urban Area" "B" "urban"
1874000 "Independent Urban Area" "B" "urban"
2188500 "Main urban area" "A" "urban"
2194803 "Main urban area" "A" "urban"
1867300 "Independent Urban Area" "B" "urban"
2527602 "Main urban area" "A" "urban"
1869000 "Independent Urban Area" "B" "urban"
2511400 "Main urban area" "A" "urban"
1873800 "Independent Urban Area" "B" "urban"
2228200 "Highly rural/remote area" "G" "rural"
2512400 "Main urban area" "A" "urban"
1036000 "Independent Urban Area" "B" "urban"
1395900 "Rural area with low urban influence" "F" "rural"
2504708 "Main urban area" "A" "urban"
1028100 "Rural area with low urban influence" "F" "rural"
1873600 "Independent Urban Area" "B" "urban"
1035900 "Independent Urban Area" "B" "urban"
2228700 "Rural area with low urban influence" "F" "rural"
2224905 "Highly rural/remote area" "G" "rural"
1026505 "Rural area with moderate urban influence" "E" "rural"
2509202 "Main urban area" "A" "urban"
1037800 "Independent Urban Area" "B" "urban"
2509201 "Main urban area" "A" "urban"
1038700 "Independent Urban Area" "B" "urban"
1026504 "Rural area with low urban influence" "F" "rural"
1396300 "Rural area with low urban influence" "F" "rural"
2525700 "Main urban area" "A" "urban"
1036100 "Independent Urban Area" "B" "urban"
2512300 "Main urban area" "A" "urban"
1036800 "Independent Urban Area" "B" "urban"
1026503 "Rural area with moderate urban influence" "E" "rural"
1281001 "Rural area with low urban influence" "F" "rural"
1035100 "Independent Urban Area" "B" "urban"
1035300 "Independent Urban Area" "B" "urban"
1026102 "Rural area with low urban influence" "F" "rural"
1870900 "Independent Urban Area" "B" "urban"
1869200 "Independent Urban Area" "B" "urban"
2059800 "Main urban area" "A" "urban"
1890100 "Main urban area" "A" "urban"
2527402 "Main urban area" "A" "urban"
2059900 "Main urban area" "A" "urban"
2512200 "Main urban area" "A" "urban"
1893000 "Main urban area" "A" "urban"
1026507 "Rural area with moderate urban influence" "E" "rural"
1032900 "Independent Urban Area" "B" "urban"
1891000 "Main urban area" "A" "urban"
1032700 "Independent Urban Area" "B" "urban"
2052500 "Main urban area" "A" "urban"
1026506 "Rural area with moderate urban influence" "E" "rural"
1426800 "Main urban area" "A" "urban"
2036300 "Main urban area" "A" "urban"
1408500 "Rural area with high urban influence" "D" "rural"
2060400 "Main urban area" "A" "urban"
1656200 "Rural area with low urban influence" "F" "rural"
1436400 "Main urban area" "A" "urban"
1435800 "Main urban area" "A" "urban"
1432300 "Main urban area" "A" "urban"
1435700 "Main urban area" "A" "urban"
1432200 "Main urban area" "A" "urban"
1894300 "Main urban area" "A" "urban"
2062700 "Main urban area" "A" "urban"
1430900 "Main urban area" "A" "urban"
1438100 "Main urban area" "A" "urban"
1516300 "Independent Urban Area" "B" "urban"
1517900 "Independent Urban Area" "B" "urban"
1514900 "Rural area with low urban influence" "F" "rural"
1511600 "Rural area with moderate urban influence" "E" "rural"
1733400 "Rural area with moderate urban influence" "E" "rural"
1772700 "Rural area with low urban influence" "F" "rural"
1727902 "Rural area with moderate urban influence" "E" "rural"
1730400 "Rural area with low urban influence" "F" "rural"
1516500 "Independent Urban Area" "B" "urban"
1515300 "Rural area with low urban influence" "F" "rural"
2967400 "Main urban area" "A" "urban"
2897500 "Main urban area" "A" "urban"
2897300 "Main urban area" "A" "urban"
2899400 "Main urban area" "A" "urban"
2938600 "Main urban area" "A" "urban"
2881900 "Main urban area" "A" "urban"
2961500 "Main urban area" "A" "urban"
2921000 "Main urban area" "A" "urban"
2896100 "Main urban area" "A" "urban"
2963400 "Main urban area" "A" "urban"
2962100 "Main urban area" "A" "urban"
2917700 "Main urban area" "A" "urban"
3045300 "Highly rural/remote area" "G" "rural"
2922900 "Main urban area" "A" "urban"
2900700 "Main urban area" "A" "urban"
2939502 "Main urban area" "A" "urban"
69402 "Main urban area" "A" "urban"
180602 "Main urban area" "A" "urban"
516509 "Satellite Urban Area" "C" "urban"
424300 "Main urban area" "A" "urban"
2921100 "Main urban area" "A" "urban"
441502 "Main urban area" "A" "urban"
2962500 "Main urban area" "A" "urban"
2923200 "Main urban area" "A" "urban"
477201 "Main urban area" "A" "urban"
2941000 "Main urban area" "A" "urban"
3111800 "Main urban area" "A" "urban"
650000 "Main urban area" "A" "urban"
3144300 "Main urban area" "A" "urban"
710530 "Main urban area" "A" "urban"
3111900 "Main urban area" "A" "urban"
3140800 "Main urban area" "A" "urban"
3143200 "Main urban area" "A" "urban"
3143100 "Main urban area" "A" "urban"
3144800 "Main urban area" "A" "urban"
3144500 "Main urban area" "A" "urban"
86500 "Main urban area" "A" "urban"
3144200 "Main urban area" "A" "urban"
3140000 "Main urban area" "A" "urban"
147215 "Area outside urban/rural profile" "Z" NA
156301 "Main urban area" "A" "urban"
342900 "Main urban area" "A" "urban"
423200 "Main urban area" "A" "urban"
440107 "Area outside urban/rural profile" "Z" NA
550000 "Main urban area" "A" "urban"
448500 "Main urban area" "A" "urban"
711019 "Main urban area" "A" "urban"
85900 "Main urban area" "A" "urban"
157800 "Main urban area" "A" "urban"
221800 "Main urban area" "A" "urban"
229900 "Main urban area" "A" "urban"
405000 "Main urban area" "A" "urban"
259200 "Main urban area" "A" "urban"
387003 "Main urban area" "A" "urban"
682900 "Main urban area" "A" "urban"
66300 "Rural area with low urban influence" "F" "rural"
126900 "Rural area with low urban influence" "F" "rural"
161300 "Main urban area" "A" "urban"
202000 "Main urban area" "A" "urban"
227102 "Main urban area" "A" "urban"
449400 "Main urban area" "A" "urban"
527300 "Main urban area" "A" "urban"
625100 "Main urban area" "A" "urban"
372300 "Main urban area" "A" "urban"
176004 "Main urban area" "A" "urban"
309501 "Main urban area" "A" "urban"
331400 "Main urban area" "A" "urban"
235711 "Main urban area" "A" "urban"
473100 "Main urban area" "A" "urban"
693900 "Main urban area" "A" "urban"
710520 "Main urban area" "A" "urban"
290703 "Main urban area" "A" "urban"
115700 "Independent Urban Area" "B" "urban"
176006 "Main urban area" "A" "urban"
183908 "Main urban area" "A" "urban"
1046009 "Independent Urban Area" "B" "urban"
408700 "Main urban area" "A" "urban"
240401 "Main urban area" "A" "urban"
386504 "Main urban area" "A" "urban"
264903 "Main urban area" "A" "urban"
635100 "Main urban area" "A" "urban"
221305 "Area outside urban/rural profile" "Z" NA
339700 "Main urban area" "A" "urban"
454600 "Main urban area" "A" "urban"
487500 "Main urban area" "A" "urban"
554400 "Main urban area" "A" "urban"
282803 "Main urban area" "A" "urban"
291800 "Main urban area" "A" "urban"
93100 "Main urban area" "A" "urban"
439700 "Area outside urban/rural profile" "Z" NA
180212 "Main urban area" "A" "urban"
515704 "Satellite Urban Area" "C" "urban"
427300 "Main urban area" "A" "urban"
391800 "Main urban area" "A" "urban"
280708 "Main urban area" "A" "urban"
576700 "Main urban area" "A" "urban"
284000 "Main urban area" "A" "urban"
88302 "Main urban area" "A" "urban"
137602 "Area outside urban/rural profile" "Z" NA
179901 "Main urban area" "A" "urban"
222800 "Main urban area" "A" "urban"
228703 "Main urban area" "A" "urban"
392600 "Main urban area" "A" "urban"
445200 "Main urban area" "A" "urban"
561700 "Main urban area" "A" "urban"
583200 "Main urban area" "A" "urban"
88801 "Main urban area" "A" "urban"
142600 "Independent Urban Area" "B" "urban"
156502 "Main urban area" "A" "urban"
348601 "Main urban area" "A" "urban"
433006 "Main urban area" "A" "urban"
420500 "Main urban area" "A" "urban"
493600 "Main urban area" "A" "urban"
562000 "Main urban area" "A" "urban"
287400 "Main urban area" "A" "urban"
72800 "Main urban area" "A" "urban"
144300 "Rural area with moderate urban influence" "E" "rural"
180605 "Main urban area" "A" "urban"
205600 "Main urban area" "A" "urban"
1047004 "Independent Urban Area" "B" "urban"
441700 "Main urban area" "A" "urban"
280706 "Main urban area" "A" "urban"
644102 "Main urban area" "A" "urban"
371100 "Main urban area" "A" "urban"
101900 "Main urban area" "A" "urban"
1045516 "Rural area with low urban influence" "F" "rural"
344702 "Main urban area" "A" "urban"
634317 "Area outside urban/rural profile" "Z" NA
459800 "Main urban area" "A" "urban"
523300 "Main urban area" "A" "urban"
634362 "Area outside urban/rural profile" "Z" NA
711115 "Main urban area" "A" "urban"
101200 "Main urban area" "A" "urban"
146002 "Independent Urban Area" "B" "urban"
149300 "Main urban area" "A" "urban"
515401 "Satellite Urban Area" "C" "urban"
433700 "Main urban area" "A" "urban"
467700 "Main urban area" "A" "urban"
388900 "Main urban area" "A" "urban"
272403 "Main urban area" "A" "urban"
261900 "Main urban area" "A" "urban"
95601 "Main urban area" "A" "urban"
139102 "Independent Urban Area" "B" "urban"
180302 "Main urban area" "A" "urban"
222400 "Main urban area" "A" "urban"
437800 "Main urban area" "A" "urban"
508300 "Main urban area" "A" "urban"
523100 "Main urban area" "A" "urban"
563901 "Main urban area" "A" "urban"
261403 "Main urban area" "A" "urban"
94900 "Main urban area" "A" "urban"
1045200 "Area outside urban/rural profile" "Z" NA
364500 "Main urban area" "A" "urban"
440119 "Area outside urban/rural profile" "Z" NA
483102 "Main urban area" "A" "urban"
274100 "Main urban area" "A" "urban"
681205 "Main urban area" "A" "urban"
599400 "Main urban area" "A" "urban"
1030300 "Rural area with low urban influence" "F" "rural"
1035000 "Independent Urban Area" "B" "urban"
1034900 "Independent Urban Area" "B" "urban"
1041300 "Highly rural/remote area" "G" "rural"
1035200 "Independent Urban Area" "B" "urban"
1587913 "Area outside urban/rural profile" "Z" NA
1041200 "Highly rural/remote area" "G" "rural"
1032500 "Independent Urban Area" "B" "urban"
1032600 "Independent Urban Area" "B" "urban"
1041100 "Highly rural/remote area" "G" "rural"
1393501 "Highly rural/remote area" "G" "rural"
1035600 "Independent Urban Area" "B" "urban"
1341900 "Highly rural/remote area" "G" "rural"
1187700 "Main urban area" "A" "urban"
1035700 "Independent Urban Area" "B" "urban"
1090903 "Independent Urban Area" "B" "urban"
1027703 "Rural area with low urban influence" "F" "rural"
