mb06,Urban/Rural Profile Classification Category,Main urban areas
1573700,Main urban area,New Plymouth
1573800,Main urban area,New Plymouth
1573900,Main urban area,New Plymouth
1574000,Main urban area,New Plymouth
1574100,Main urban area,New Plymouth
1574200,Main urban area,New Plymouth
1574300,Main urban area,New Plymouth
1574400,Main urban area,New Plymouth
1574500,Main urban area,New Plymouth
1574600,Main urban area,New Plymouth
1574700,Main urban area,New Plymouth
1574800,Main urban area,New Plymouth
1574900,Main urban area,New Plymouth
1575000,Main urban area,New Plymouth
1575100,Main urban area,New Plymouth
1575200,Main urban area,New Plymouth
1575300,Main urban area,New Plymouth
1575400,Main urban area,New Plymouth
1575500,Main urban area,New Plymouth
1575600,Main urban area,New Plymouth
1575700,Main urban area,New Plymouth
1575800,Main urban area,New Plymouth
1575900,Main urban area,New Plymouth
1576000,Main urban area,New Plymouth
1576100,Main urban area,New Plymouth
1576200,Main urban area,New Plymouth
1576300,Main urban area,New Plymouth
1576400,Main urban area,New Plymouth
1576500,Main urban area,New Plymouth
1576600,Main urban area,New Plymouth
1576700,Main urban area,New Plymouth
1576800,Main urban area,New Plymouth
1576900,Main urban area,New Plymouth
1577000,Main urban area,New Plymouth
1577100,Main urban area,New Plymouth
1577200,Main urban area,New Plymouth
1577300,Main urban area,New Plymouth
1577400,Main urban area,New Plymouth
1577500,Main urban area,New Plymouth
1577600,Main urban area,New Plymouth
1577700,Main urban area,New Plymouth
1577800,Main urban area,New Plymouth
1577900,Main urban area,New Plymouth
1578000,Main urban area,New Plymouth
1578100,Main urban area,New Plymouth
1578200,Main urban area,New Plymouth
1578300,Main urban area,New Plymouth
1578400,Main urban area,New Plymouth
1578501,Main urban area,New Plymouth
1578502,Main urban area,New Plymouth
1578601,Main urban area,New Plymouth
1578602,Main urban area,New Plymouth
1578700,Main urban area,New Plymouth
1578800,Main urban area,New Plymouth
1578900,Main urban area,New Plymouth
1579000,Main urban area,New Plymouth
1579100,Main urban area,New Plymouth
1579200,Main urban area,New Plymouth
1579301,Main urban area,New Plymouth
1579302,Main urban area,New Plymouth
1579400,Main urban area,New Plymouth
1579500,Main urban area,New Plymouth
1579600,Main urban area,New Plymouth
1579700,Main urban area,New Plymouth
1579800,Main urban area,New Plymouth
1579900,Main urban area,New Plymouth
1580001,Main urban area,New Plymouth
1580002,Main urban area,New Plymouth
1580100,Main urban area,New Plymouth
1580200,Main urban area,New Plymouth
1580300,Main urban area,New Plymouth
1580400,Main urban area,New Plymouth
1580500,Main urban area,New Plymouth
1580600,Main urban area,New Plymouth
1580700,Main urban area,New Plymouth
1580800,Main urban area,New Plymouth
1580900,Main urban area,New Plymouth
1581000,Main urban area,New Plymouth
1581100,Main urban area,New Plymouth
1581200,Main urban area,New Plymouth
1581300,Main urban area,New Plymouth
1581400,Main urban area,New Plymouth
1581500,Main urban area,New Plymouth
1581600,Main urban area,New Plymouth
1581700,Main urban area,New Plymouth
1581800,Main urban area,New Plymouth
1581900,Main urban area,New Plymouth
1582000,Main urban area,New Plymouth
1582100,Main urban area,New Plymouth
1582200,Main urban area,New Plymouth
1582300,Main urban area,New Plymouth
1582400,Main urban area,New Plymouth
1582500,Main urban area,New Plymouth
1582600,Main urban area,New Plymouth
1582700,Main urban area,New Plymouth
1582800,Main urban area,New Plymouth
1582900,Main urban area,New Plymouth
1583000,Main urban area,New Plymouth
1583100,Main urban area,New Plymouth
1583201,Main urban area,New Plymouth
1583202,Main urban area,New Plymouth
1583300,Main urban area,New Plymouth
1583400,Main urban area,New Plymouth
1583500,Main urban area,New Plymouth
1583600,Main urban area,New Plymouth
1583700,Main urban area,New Plymouth
1583800,Main urban area,New Plymouth
1583900,Main urban area,New Plymouth
1584000,Main urban area,New Plymouth
1584101,Main urban area,New Plymouth
1584102,Main urban area,New Plymouth
1584103,Main urban area,New Plymouth
1584200,Main urban area,New Plymouth
1584300,Main urban area,New Plymouth
1584400,Main urban area,New Plymouth
1584502,Main urban area,New Plymouth
1584503,Main urban area,New Plymouth
1584504,Main urban area,New Plymouth
1584601,Main urban area,New Plymouth
1584602,Main urban area,New Plymouth
1584701,Main urban area,New Plymouth
1584702,Main urban area,New Plymouth
1584703,Main urban area,New Plymouth
1584800,Main urban area,New Plymouth
1584900,Main urban area,New Plymouth
1585000,Main urban area,New Plymouth
1585100,Main urban area,New Plymouth
1585200,Main urban area,New Plymouth
1585300,Main urban area,New Plymouth
1585400,Main urban area,New Plymouth
1585500,Main urban area,New Plymouth
1585600,Main urban area,New Plymouth
1585700,Main urban area,New Plymouth
1585800,Main urban area,New Plymouth
1585901,Main urban area,New Plymouth
1585902,Main urban area,New Plymouth
1586000,Main urban area,New Plymouth
1586100,Main urban area,New Plymouth
1586201,Main urban area,New Plymouth
1586202,Main urban area,New Plymouth
1586300,Main urban area,New Plymouth
1586400,Main urban area,New Plymouth
1586500,Main urban area,New Plymouth
1586600,Main urban area,New Plymouth
1586700,Main urban area,New Plymouth
1586800,Main urban area,New Plymouth
1586900,Main urban area,New Plymouth
1587000,Main urban area,New Plymouth
1587100,Main urban area,New Plymouth
1587200,Main urban area,New Plymouth
1587300,Main urban area,New Plymouth
1587400,Main urban area,New Plymouth
1587501,Main urban area,New Plymouth
1587502,Main urban area,New Plymouth
1587600,Main urban area,New Plymouth
1587700,Main urban area,New Plymouth
1587800,Main urban area,New Plymouth
1587903,Main urban area,New Plymouth
1588100,Main urban area,New Plymouth
1588200,Main urban area,New Plymouth
1588300,Main urban area,New Plymouth
1588400,Main urban area,New Plymouth
1588500,Main urban area,New Plymouth
1588600,Main urban area,New Plymouth
1588700,Main urban area,New Plymouth
1588800,Main urban area,New Plymouth
1588900,Main urban area,New Plymouth
1589000,Main urban area,New Plymouth
1589100,Main urban area,New Plymouth
1589200,Main urban area,New Plymouth
1589300,Main urban area,New Plymouth
1589400,Main urban area,New Plymouth
1589500,Main urban area,New Plymouth
1589600,Main urban area,New Plymouth
1589700,Main urban area,New Plymouth
1589800,Main urban area,New Plymouth
1589900,Main urban area,New Plymouth
1590000,Main urban area,New Plymouth
1590100,Main urban area,New Plymouth
1590200,Main urban area,New Plymouth
1590300,Main urban area,New Plymouth
1590400,Main urban area,New Plymouth
1590500,Main urban area,New Plymouth
1590600,Main urban area,New Plymouth
1590700,Main urban area,New Plymouth
1590800,Main urban area,New Plymouth
1590900,Main urban area,New Plymouth
1591000,Main urban area,New Plymouth
1591100,Main urban area,New Plymouth
1591200,Main urban area,New Plymouth
1591300,Main urban area,New Plymouth
1591400,Main urban area,New Plymouth
1591500,Main urban area,New Plymouth
1591600,Main urban area,New Plymouth
1591700,Main urban area,New Plymouth
1591800,Main urban area,New Plymouth
1591900,Main urban area,New Plymouth
1592000,Main urban area,New Plymouth
1592100,Main urban area,New Plymouth
1592200,Main urban area,New Plymouth
1592300,Main urban area,New Plymouth
1592400,Main urban area,New Plymouth
1592500,Main urban area,New Plymouth
1592600,Main urban area,New Plymouth
1592700,Main urban area,New Plymouth
1592800,Main urban area,New Plymouth
1592900,Main urban area,New Plymouth
1593000,Main urban area,New Plymouth
1593100,Main urban area,New Plymouth
1593200,Main urban area,New Plymouth
1593300,Main urban area,New Plymouth
1593400,Main urban area,New Plymouth
1593500,Main urban area,New Plymouth
1593600,Main urban area,New Plymouth
1593700,Main urban area,New Plymouth
1593800,Main urban area,New Plymouth
1593900,Main urban area,New Plymouth
1594000,Main urban area,New Plymouth
1594100,Main urban area,New Plymouth
1594200,Main urban area,New Plymouth
1594300,Main urban area,New Plymouth
1594400,Main urban area,New Plymouth
1594500,Main urban area,New Plymouth
1594600,Main urban area,New Plymouth
1594700,Main urban area,New Plymouth
1594800,Main urban area,New Plymouth
1594900,Main urban area,New Plymouth
1595000,Main urban area,New Plymouth
1595100,Main urban area,New Plymouth
1595200,Main urban area,New Plymouth
1595300,Main urban area,New Plymouth
1595400,Main urban area,New Plymouth
1595500,Main urban area,New Plymouth
1595600,Main urban area,New Plymouth
1595700,Main urban area,New Plymouth
1595800,Main urban area,New Plymouth
1595900,Main urban area,New Plymouth
1596000,Main urban area,New Plymouth
1596100,Main urban area,New Plymouth
1596200,Main urban area,New Plymouth
1596300,Main urban area,New Plymouth
1596400,Main urban area,New Plymouth
1596500,Main urban area,New Plymouth
1596600,Main urban area,New Plymouth
1596700,Main urban area,New Plymouth
1596800,Main urban area,New Plymouth
1596900,Main urban area,New Plymouth
1597000,Main urban area,New Plymouth
1597100,Main urban area,New Plymouth
1597200,Main urban area,New Plymouth
1597300,Main urban area,New Plymouth
1597400,Main urban area,New Plymouth
1597500,Main urban area,New Plymouth
1597600,Main urban area,New Plymouth
1597700,Main urban area,New Plymouth
1597800,Main urban area,New Plymouth
1597900,Main urban area,New Plymouth
1598000,Main urban area,New Plymouth
1598101,Main urban area,New Plymouth
1598102,Main urban area,New Plymouth
1598200,Main urban area,New Plymouth
1598300,Main urban area,New Plymouth
1598401,Main urban area,New Plymouth
1598501,Main urban area,New Plymouth
1598601,Main urban area,New Plymouth
1598700,Main urban area,New Plymouth
1598800,Main urban area,New Plymouth
1598900,Main urban area,New Plymouth
1599000,Main urban area,New Plymouth
1599100,Main urban area,New Plymouth
1599200,Main urban area,New Plymouth
1599300,Main urban area,New Plymouth
1599400,Main urban area,New Plymouth
1599500,Main urban area,New Plymouth
1599600,Main urban area,New Plymouth
1599700,Main urban area,New Plymouth
1599800,Main urban area,New Plymouth
1599900,Main urban area,New Plymouth
1600000,Main urban area,New Plymouth
1600100,Main urban area,New Plymouth
1600200,Main urban area,New Plymouth
1600300,Main urban area,New Plymouth
1600400,Main urban area,New Plymouth
1600500,Main urban area,New Plymouth
1600600,Main urban area,New Plymouth
1600700,Main urban area,New Plymouth
1600800,Main urban area,New Plymouth
1600900,Main urban area,New Plymouth
1601000,Main urban area,New Plymouth
1601100,Main urban area,New Plymouth
1601200,Main urban area,New Plymouth
1601300,Main urban area,New Plymouth
1601400,Main urban area,New Plymouth
1601500,Main urban area,New Plymouth
1601600,Main urban area,New Plymouth
1601700,Main urban area,New Plymouth
1601800,Main urban area,New Plymouth
1601900,Main urban area,New Plymouth
1602000,Main urban area,New Plymouth
1602100,Main urban area,New Plymouth
1602200,Main urban area,New Plymouth
1602300,Main urban area,New Plymouth
1602400,Main urban area,New Plymouth
1602500,Main urban area,New Plymouth
1602600,Main urban area,New Plymouth
1602701,Main urban area,New Plymouth
1602702,Main urban area,New Plymouth
1602800,Main urban area,New Plymouth
1602900,Main urban area,New Plymouth
1603000,Main urban area,New Plymouth
1603100,Main urban area,New Plymouth
1603200,Main urban area,New Plymouth
1603301,Main urban area,New Plymouth
1603400,Main urban area,New Plymouth
1603500,Main urban area,New Plymouth
1603600,Main urban area,New Plymouth
1603700,Main urban area,New Plymouth
1603800,Main urban area,New Plymouth
1603900,Main urban area,New Plymouth
1679700,Main urban area,Wanganui
1679800,Main urban area,Wanganui
1679900,Main urban area,Wanganui
1680001,Main urban area,Wanganui
1680002,Main urban area,Wanganui
1680003,Main urban area,Wanganui
1680101,Main urban area,Wanganui
1680102,Main urban area,Wanganui
1680103,Main urban area,Wanganui
1680200,Main urban area,Wanganui
1680300,Main urban area,Wanganui
1680900,Main urban area,Wanganui
1681000,Main urban area,Wanganui
1681100,Main urban area,Wanganui
1681500,Main urban area,Wanganui
1681600,Main urban area,Wanganui
1681701,Main urban area,Wanganui
1681702,Main urban area,Wanganui
1681800,Main urban area,Wanganui
1681900,Main urban area,Wanganui
1682000,Main urban area,Wanganui
1682102,Main urban area,Wanganui
1682104,Main urban area,Wanganui
1682106,Main urban area,Wanganui
1682107,Main urban area,Wanganui
1682109,Main urban area,Wanganui
1682110,Main urban area,Wanganui
1682111,Main urban area,Wanganui
1682112,Main urban area,Wanganui
1682113,Main urban area,Wanganui
1682114,Main urban area,Wanganui
1682115,Main urban area,Wanganui
1682116,Main urban area,Wanganui
1682202,Main urban area,Wanganui
1682203,Main urban area,Wanganui
1682204,Main urban area,Wanganui
1682400,Main urban area,Wanganui
1682500,Main urban area,Wanganui
1682600,Main urban area,Wanganui
1682700,Main urban area,Wanganui
1682800,Main urban area,Wanganui
1682901,Main urban area,Wanganui
1682902,Main urban area,Wanganui
1683000,Main urban area,Wanganui
1683100,Main urban area,Wanganui
1684801,Main urban area,Wanganui
1684802,Main urban area,Wanganui
1685201,Main urban area,Wanganui
1685202,Main urban area,Wanganui
1685300,Main urban area,Wanganui
1685901,Main urban area,Wanganui
1685902,Main urban area,Wanganui
1686000,Main urban area,Wanganui
1687202,Main urban area,Wanganui
1687204,Main urban area,Wanganui
1687205,Main urban area,Wanganui
1687206,Main urban area,Wanganui
1687300,Main urban area,Wanganui
1688400,Main urban area,Wanganui
1688500,Main urban area,Wanganui
1688600,Main urban area,Wanganui
1688700,Main urban area,Wanganui
1688800,Main urban area,Wanganui
1688900,Main urban area,Wanganui
1689000,Main urban area,Wanganui
1689100,Main urban area,Wanganui
1689200,Main urban area,Wanganui
1689300,Main urban area,Wanganui
1689400,Main urban area,Wanganui
1689500,Main urban area,Wanganui
1689600,Main urban area,Wanganui
1689700,Main urban area,Wanganui
1689800,Main urban area,Wanganui
1689900,Main urban area,Wanganui
1690000,Main urban area,Wanganui
1690100,Main urban area,Wanganui
1690201,Main urban area,Wanganui
1690202,Main urban area,Wanganui
1690300,Main urban area,Wanganui
1690400,Main urban area,Wanganui
1690500,Main urban area,Wanganui
1690600,Main urban area,Wanganui
1690700,Main urban area,Wanganui
1690800,Main urban area,Wanganui
1690900,Main urban area,Wanganui
1691000,Main urban area,Wanganui
1691100,Main urban area,Wanganui
1691200,Main urban area,Wanganui
1691300,Main urban area,Wanganui
1691401,Main urban area,Wanganui
1691402,Main urban area,Wanganui
1691500,Main urban area,Wanganui
1691600,Main urban area,Wanganui
1691700,Main urban area,Wanganui
1691800,Main urban area,Wanganui
1691900,Main urban area,Wanganui
1692000,Main urban area,Wanganui
1692100,Main urban area,Wanganui
1692200,Main urban area,Wanganui
1692300,Main urban area,Wanganui
1692400,Main urban area,Wanganui
1692500,Main urban area,Wanganui
1692600,Main urban area,Wanganui
1692700,Main urban area,Wanganui
1692800,Main urban area,Wanganui
1692900,Main urban area,Wanganui
1693000,Main urban area,Wanganui
1693100,Main urban area,Wanganui
1693200,Main urban area,Wanganui
1693300,Main urban area,Wanganui
1693400,Main urban area,Wanganui
1693500,Main urban area,Wanganui
1693600,Main urban area,Wanganui
1693700,Main urban area,Wanganui
1693800,Main urban area,Wanganui
1693900,Main urban area,Wanganui
1694000,Main urban area,Wanganui
1694100,Main urban area,Wanganui
1694200,Main urban area,Wanganui
1694300,Main urban area,Wanganui
1694400,Main urban area,Wanganui
1694500,Main urban area,Wanganui
1694600,Main urban area,Wanganui
1694700,Main urban area,Wanganui
1694800,Main urban area,Wanganui
1694900,Main urban area,Wanganui
1695000,Main urban area,Wanganui
1695100,Main urban area,Wanganui
1695200,Main urban area,Wanganui
1695300,Main urban area,Wanganui
1695401,Main urban area,Wanganui
1695402,Main urban area,Wanganui
1695500,Main urban area,Wanganui
1695600,Main urban area,Wanganui
1695700,Main urban area,Wanganui
1695800,Main urban area,Wanganui
1695900,Main urban area,Wanganui
1696000,Main urban area,Wanganui
1696100,Main urban area,Wanganui
1696200,Main urban area,Wanganui
1696300,Main urban area,Wanganui
1696400,Main urban area,Wanganui
1696500,Main urban area,Wanganui
1696600,Main urban area,Wanganui
1696700,Main urban area,Wanganui
1696800,Main urban area,Wanganui
1696900,Main urban area,Wanganui
1697000,Main urban area,Wanganui
1697100,Main urban area,Wanganui
1697200,Main urban area,Wanganui
1697300,Main urban area,Wanganui
1697400,Main urban area,Wanganui
1697500,Main urban area,Wanganui
1697600,Main urban area,Wanganui
1697700,Main urban area,Wanganui
1697800,Main urban area,Wanganui
1697900,Main urban area,Wanganui
1698000,Main urban area,Wanganui
1698100,Main urban area,Wanganui
1698200,Main urban area,Wanganui
1698300,Main urban area,Wanganui
1698400,Main urban area,Wanganui
1698500,Main urban area,Wanganui
1698600,Main urban area,Wanganui
1698700,Main urban area,Wanganui
1698800,Main urban area,Wanganui
1698900,Main urban area,Wanganui
1699000,Main urban area,Wanganui
1699100,Main urban area,Wanganui
1699200,Main urban area,Wanganui
1699300,Main urban area,Wanganui
1699400,Main urban area,Wanganui
1699500,Main urban area,Wanganui
1699600,Main urban area,Wanganui
1699700,Main urban area,Wanganui
1699800,Main urban area,Wanganui
1699900,Main urban area,Wanganui
1700000,Main urban area,Wanganui
1700100,Main urban area,Wanganui
1700200,Main urban area,Wanganui
1700300,Main urban area,Wanganui
1700400,Main urban area,Wanganui
1700500,Main urban area,Wanganui
1700600,Main urban area,Wanganui
1700700,Main urban area,Wanganui
1700800,Main urban area,Wanganui
1700900,Main urban area,Wanganui
1701000,Main urban area,Wanganui
1701100,Main urban area,Wanganui
1701200,Main urban area,Wanganui
1701300,Main urban area,Wanganui
1701400,Main urban area,Wanganui
1701500,Main urban area,Wanganui
1701600,Main urban area,Wanganui
1701700,Main urban area,Wanganui
1701800,Main urban area,Wanganui
1701900,Main urban area,Wanganui
1702000,Main urban area,Wanganui
1702100,Main urban area,Wanganui
1702200,Main urban area,Wanganui
1702300,Main urban area,Wanganui
1702400,Main urban area,Wanganui
1702500,Main urban area,Wanganui
1702600,Main urban area,Wanganui
1702700,Main urban area,Wanganui
1702800,Main urban area,Wanganui
1702900,Main urban area,Wanganui
1703000,Main urban area,Wanganui
1703100,Main urban area,Wanganui
1703200,Main urban area,Wanganui
1703300,Main urban area,Wanganui
1703400,Main urban area,Wanganui
1703500,Main urban area,Wanganui
1703600,Main urban area,Wanganui
1703700,Main urban area,Wanganui
1703800,Main urban area,Wanganui
1703900,Main urban area,Wanganui
1704000,Main urban area,Wanganui
1704100,Main urban area,Wanganui
1704200,Main urban area,Wanganui
1704300,Main urban area,Wanganui
1704400,Main urban area,Wanganui
1704500,Main urban area,Wanganui
1704600,Main urban area,Wanganui
1704700,Main urban area,Wanganui
1704800,Main urban area,Wanganui
1704900,Main urban area,Wanganui
1705000,Main urban area,Wanganui
1705100,Main urban area,Wanganui
1705200,Main urban area,Wanganui
1705300,Main urban area,Wanganui
1705400,Main urban area,Wanganui
1705500,Main urban area,Wanganui
1705600,Main urban area,Wanganui
1705700,Main urban area,Wanganui
1705801,Main urban area,Wanganui
1705802,Main urban area,Wanganui
1705803,Main urban area,Wanganui
1705900,Main urban area,Wanganui
1706000,Main urban area,Wanganui
1706100,Main urban area,Wanganui
1706200,Main urban area,Wanganui
1706300,Main urban area,Wanganui
1706400,Main urban area,Wanganui
1706500,Main urban area,Wanganui
1706600,Main urban area,Wanganui
1706700,Main urban area,Wanganui
1706800,Main urban area,Wanganui
1706900,Main urban area,Wanganui
1707000,Main urban area,Wanganui
1707100,Main urban area,Wanganui
1707200,Main urban area,Wanganui
1707300,Main urban area,Wanganui
1707400,Main urban area,Wanganui
1707500,Main urban area,Wanganui
1707600,Main urban area,Wanganui
1707701,Main urban area,Wanganui
1707702,Main urban area,Wanganui
1707800,Main urban area,Wanganui
1707900,Main urban area,Wanganui
1708000,Main urban area,Wanganui
1708100,Main urban area,Wanganui
1708200,Main urban area,Wanganui
1708300,Main urban area,Wanganui
1708400,Main urban area,Wanganui
1708500,Main urban area,Wanganui
1708600,Main urban area,Wanganui
1708700,Main urban area,Wanganui
1708800,Main urban area,Wanganui
1708900,Main urban area,Wanganui
1709000,Main urban area,Wanganui
1709100,Main urban area,Wanganui
1709200,Main urban area,Wanganui
1709300,Main urban area,Wanganui
1709400,Main urban area,Wanganui
1709500,Main urban area,Wanganui
1709600,Main urban area,Wanganui
1709700,Main urban area,Wanganui
1709800,Main urban area,Wanganui
1709900,Main urban area,Wanganui
1710000,Main urban area,Wanganui
1710100,Main urban area,Wanganui
1710200,Main urban area,Wanganui
1710300,Main urban area,Wanganui
1710400,Main urban area,Wanganui
1710500,Main urban area,Wanganui
1710600,Main urban area,Wanganui
1710700,Main urban area,Wanganui
1710800,Main urban area,Wanganui
1710901,Main urban area,Wanganui
1710902,Main urban area,Wanganui
1711000,Main urban area,Wanganui
1711100,Main urban area,Wanganui
1711200,Main urban area,Wanganui
1711300,Main urban area,Wanganui
1711400,Main urban area,Wanganui
1711500,Main urban area,Wanganui
1711600,Main urban area,Wanganui
1711700,Main urban area,Wanganui
1711800,Main urban area,Wanganui
1711900,Main urban area,Wanganui
1712000,Main urban area,Wanganui
1712100,Main urban area,Wanganui
1712200,Main urban area,Wanganui
1712300,Main urban area,Wanganui
1712400,Main urban area,Wanganui
1712500,Main urban area,Wanganui
1712600,Main urban area,Wanganui
1712700,Main urban area,Wanganui
1712800,Main urban area,Wanganui
1712900,Main urban area,Wanganui
1713000,Main urban area,Wanganui
1713100,Main urban area,Wanganui
1713200,Main urban area,Wanganui
1713300,Main urban area,Wanganui
1713400,Main urban area,Wanganui
1713500,Main urban area,Wanganui
1713600,Main urban area,Wanganui
1713700,Main urban area,Wanganui
1713800,Main urban area,Wanganui
1713900,Main urban area,Wanganui
1714000,Main urban area,Wanganui
1714100,Main urban area,Wanganui
1714200,Main urban area,Wanganui
1714300,Main urban area,Wanganui
1714400,Main urban area,Wanganui
1714500,Main urban area,Wanganui
1714600,Main urban area,Wanganui
1714700,Main urban area,Wanganui
1714800,Main urban area,Wanganui
1714900,Main urban area,Wanganui
1715000,Main urban area,Wanganui
1715100,Main urban area,Wanganui
1715200,Main urban area,Wanganui
1715300,Main urban area,Wanganui
1715400,Main urban area,Wanganui
1715500,Main urban area,Wanganui
1715600,Main urban area,Wanganui
1715700,Main urban area,Wanganui
1715800,Main urban area,Wanganui
1715900,Main urban area,Wanganui
1716000,Main urban area,Wanganui
1716100,Main urban area,Wanganui
1716201,Main urban area,Wanganui
1716202,Main urban area,Wanganui
1716300,Main urban area,Wanganui
1716400,Main urban area,Wanganui
1716500,Main urban area,Wanganui
1716601,Main urban area,Wanganui
1716602,Main urban area,Wanganui
1716700,Main urban area,Wanganui
1716800,Main urban area,Wanganui
1716900,Main urban area,Wanganui
1717000,Main urban area,Wanganui
1717100,Main urban area,Wanganui
1717200,Main urban area,Wanganui
1717300,Main urban area,Wanganui
1717400,Main urban area,Wanganui
1717500,Main urban area,Wanganui
1717600,Main urban area,Wanganui
1717700,Main urban area,Wanganui
1717800,Main urban area,Wanganui
1717900,Main urban area,Wanganui
1718000,Main urban area,Wanganui
1718100,Main urban area,Wanganui
1718200,Main urban area,Wanganui
1718300,Main urban area,Wanganui
1718400,Main urban area,Wanganui
1718500,Main urban area,Wanganui
1718600,Main urban area,Wanganui
1718700,Main urban area,Wanganui
1718800,Main urban area,Wanganui
1718901,Main urban area,Wanganui
1718902,Main urban area,Wanganui
1718903,Main urban area,Wanganui
1719000,Main urban area,Wanganui
1719100,Main urban area,Wanganui
1719200,Main urban area,Wanganui
1719300,Main urban area,Wanganui
1719400,Main urban area,Wanganui
1719500,Main urban area,Wanganui
1719600,Main urban area,Wanganui
1719700,Main urban area,Wanganui
1719800,Main urban area,Wanganui
1719900,Main urban area,Wanganui
1720000,Main urban area,Wanganui
1720100,Main urban area,Wanganui
1720200,Main urban area,Wanganui
1720300,Main urban area,Wanganui
1720400,Main urban area,Wanganui
1720500,Main urban area,Wanganui
1720601,Main urban area,Wanganui
1720603,Main urban area,Wanganui
1720604,Main urban area,Wanganui
1720605,Main urban area,Wanganui
1720700,Main urban area,Wanganui
1720802,Main urban area,Wanganui
1720803,Main urban area,Wanganui
1720804,Main urban area,Wanganui
1720805,Main urban area,Wanganui
1720901,Main urban area,Wanganui
1720902,Main urban area,Wanganui
1721000,Main urban area,Wanganui
1721100,Main urban area,Wanganui
1721200,Main urban area,Wanganui
1721301,Main urban area,Wanganui
1721302,Main urban area,Wanganui
1721400,Main urban area,Wanganui
1721500,Main urban area,Wanganui
1721600,Main urban area,Wanganui
1721700,Main urban area,Wanganui
1721800,Main urban area,Wanganui
1721900,Main urban area,Wanganui
1722000,Main urban area,Wanganui
1722100,Main urban area,Wanganui
1722200,Main urban area,Wanganui
1722300,Main urban area,Wanganui
1722400,Main urban area,Wanganui
1722500,Main urban area,Wanganui
1722600,Main urban area,Wanganui
1722700,Main urban area,Wanganui
1722800,Main urban area,Wanganui
1722900,Main urban area,Wanganui
1723000,Main urban area,Wanganui
1723100,Main urban area,Wanganui
1723200,Main urban area,Wanganui
1723300,Main urban area,Wanganui
1723400,Main urban area,Wanganui
1723500,Main urban area,Wanganui
1723600,Main urban area,Wanganui
1723700,Main urban area,Wanganui
1723800,Main urban area,Wanganui
1723900,Main urban area,Wanganui
1724000,Main urban area,Wanganui
1724100,Main urban area,Wanganui
1724200,Main urban area,Wanganui
1724300,Main urban area,Wanganui
1724400,Main urban area,Wanganui
1724500,Main urban area,Wanganui
1724600,Main urban area,Wanganui
1724700,Main urban area,Wanganui
1724800,Main urban area,Wanganui
1724900,Main urban area,Wanganui
1725000,Main urban area,Wanganui
1725100,Main urban area,Wanganui
1725200,Main urban area,Wanganui
1725300,Main urban area,Wanganui
1725400,Main urban area,Wanganui
1725500,Main urban area,Wanganui
1725600,Main urban area,Wanganui
1725700,Main urban area,Wanganui
1725800,Main urban area,Wanganui
1725900,Main urban area,Wanganui
1726000,Main urban area,Wanganui
1726100,Main urban area,Wanganui
1726200,Main urban area,Wanganui
1726300,Main urban area,Wanganui
1726400,Main urban area,Wanganui
1726500,Main urban area,Wanganui
1726600,Main urban area,Wanganui
1726700,Main urban area,Wanganui
1726800,Main urban area,Wanganui
1726900,Main urban area,Wanganui
1727000,Main urban area,Wanganui
1727100,Main urban area,Wanganui
1727200,Main urban area,Wanganui
1727300,Main urban area,Wanganui
1727400,Main urban area,Wanganui
1727500,Main urban area,Wanganui
1756100,Main urban area,Palmerston North
1756201,Main urban area,Palmerston North
1756202,Main urban area,Palmerston North
1756203,Main urban area,Palmerston North
1756300,Main urban area,Palmerston North
1756400,Main urban area,Palmerston North
1756500,Main urban area,Palmerston North
1756600,Main urban area,Palmerston North
1756701,Main urban area,Palmerston North
1756702,Main urban area,Palmerston North
1756800,Main urban area,Palmerston North
1756900,Main urban area,Palmerston North
1757000,Main urban area,Palmerston North
1757100,Main urban area,Palmerston North
1757200,Main urban area,Palmerston North
1757300,Main urban area,Palmerston North
1757400,Main urban area,Palmerston North
1757500,Main urban area,Palmerston North
1757600,Main urban area,Palmerston North
1757700,Main urban area,Palmerston North
1757800,Main urban area,Palmerston North
1757901,Main urban area,Palmerston North
1757902,Main urban area,Palmerston North
1757903,Main urban area,Palmerston North
1758000,Main urban area,Palmerston North
1758100,Main urban area,Palmerston North
1758200,Main urban area,Palmerston North
1758300,Main urban area,Palmerston North
1758401,Main urban area,Palmerston North
1758402,Main urban area,Palmerston North
1759100,Main urban area,Palmerston North
1759200,Main urban area,Palmerston North
1759300,Main urban area,Palmerston North
1759401,Main urban area,Palmerston North
1759402,Main urban area,Palmerston North
1792100,Main urban area,Palmerston North
1792201,Main urban area,Palmerston North
1792202,Main urban area,Palmerston North
1792301,Main urban area,Palmerston North
1792302,Main urban area,Palmerston North
1792400,Main urban area,Palmerston North
1792500,Main urban area,Palmerston North
1792601,Main urban area,Palmerston North
1792602,Main urban area,Palmerston North
1792700,Main urban area,Palmerston North
1792800,Main urban area,Palmerston North
1792900,Main urban area,Palmerston North
1793000,Main urban area,Palmerston North
1793100,Main urban area,Palmerston North
1793201,Main urban area,Palmerston North
1793202,Main urban area,Palmerston North
1793300,Main urban area,Palmerston North
1793900,Main urban area,Palmerston North
1794000,Main urban area,Palmerston North
1794100,Main urban area,Palmerston North
1794200,Main urban area,Palmerston North
1794301,Main urban area,Palmerston North
1794302,Main urban area,Palmerston North
1794400,Main urban area,Palmerston North
1794500,Main urban area,Palmerston North
1794601,Main urban area,Palmerston North
