mb06,Urban/Rural Profile Classification Category,Main urban areas
2661600,Main urban area,Christchurch
2661700,Main urban area,Christchurch
2661800,Main urban area,Christchurch
2661900,Main urban area,Christchurch
2662000,Main urban area,Christchurch
2662100,Main urban area,Christchurch
2662200,Main urban area,Christchurch
2662300,Main urban area,Christchurch
2662400,Main urban area,Christchurch
2662500,Main urban area,Christchurch
2662600,Main urban area,Christchurch
2662700,Main urban area,Christchurch
2662800,Main urban area,Christchurch
2662900,Main urban area,Christchurch
2663000,Main urban area,Christchurch
2663100,Main urban area,Christchurch
2663200,Main urban area,Christchurch
2663300,Main urban area,Christchurch
2663400,Main urban area,Christchurch
2663500,Main urban area,Christchurch
2663600,Main urban area,Christchurch
2663700,Main urban area,Christchurch
2663800,Main urban area,Christchurch
2663900,Main urban area,Christchurch
2664000,Main urban area,Christchurch
2664100,Main urban area,Christchurch
2664200,Main urban area,Christchurch
2664300,Main urban area,Christchurch
2664400,Main urban area,Christchurch
2664500,Main urban area,Christchurch
2664600,Main urban area,Christchurch
2664700,Main urban area,Christchurch
2664800,Main urban area,Christchurch
2664900,Main urban area,Christchurch
2665000,Main urban area,Christchurch
2665100,Main urban area,Christchurch
2665200,Main urban area,Christchurch
2665300,Main urban area,Christchurch
2665400,Main urban area,Christchurch
2665500,Main urban area,Christchurch
2665600,Main urban area,Christchurch
2665700,Main urban area,Christchurch
2665800,Main urban area,Christchurch
2665900,Main urban area,Christchurch
2666000,Main urban area,Christchurch
2666100,Main urban area,Christchurch
2666200,Main urban area,Christchurch
2666300,Main urban area,Christchurch
2666400,Main urban area,Christchurch
2666500,Main urban area,Christchurch
2666600,Main urban area,Christchurch
2666700,Main urban area,Christchurch
2666800,Main urban area,Christchurch
2666900,Main urban area,Christchurch
2667000,Main urban area,Christchurch
2667100,Main urban area,Christchurch
2667200,Main urban area,Christchurch
2667300,Main urban area,Christchurch
2667400,Main urban area,Christchurch
2667500,Main urban area,Christchurch
2667600,Main urban area,Christchurch
2667700,Main urban area,Christchurch
2667800,Main urban area,Christchurch
2667900,Main urban area,Christchurch
2668000,Main urban area,Christchurch
2668100,Main urban area,Christchurch
2668200,Main urban area,Christchurch
2668300,Main urban area,Christchurch
2668400,Main urban area,Christchurch
2668501,Main urban area,Christchurch
2668502,Main urban area,Christchurch
2668600,Main urban area,Christchurch
2668700,Main urban area,Christchurch
2668800,Main urban area,Christchurch
2668900,Main urban area,Christchurch
2669000,Main urban area,Christchurch
2669100,Main urban area,Christchurch
2669200,Main urban area,Christchurch
2669300,Main urban area,Christchurch
2669400,Main urban area,Christchurch
2669500,Main urban area,Christchurch
2669600,Main urban area,Christchurch
2669700,Main urban area,Christchurch
2669800,Main urban area,Christchurch
2669900,Main urban area,Christchurch
2670000,Main urban area,Christchurch
2670100,Main urban area,Christchurch
2670200,Main urban area,Christchurch
2670300,Main urban area,Christchurch
2670400,Main urban area,Christchurch
2670500,Main urban area,Christchurch
2670600,Main urban area,Christchurch
2670700,Main urban area,Christchurch
2670800,Main urban area,Christchurch
2670900,Main urban area,Christchurch
2671000,Main urban area,Christchurch
2671100,Main urban area,Christchurch
2671200,Main urban area,Christchurch
2671300,Main urban area,Christchurch
2671400,Main urban area,Christchurch
2671500,Main urban area,Christchurch
2671600,Main urban area,Christchurch
2671700,Main urban area,Christchurch
2671800,Main urban area,Christchurch
2671900,Main urban area,Christchurch
2672000,Main urban area,Christchurch
2672100,Main urban area,Christchurch
2672200,Main urban area,Christchurch
2672300,Main urban area,Christchurch
2672400,Main urban area,Christchurch
2672500,Main urban area,Christchurch
2672600,Main urban area,Christchurch
2672700,Main urban area,Christchurch
2672800,Main urban area,Christchurch
2672900,Main urban area,Christchurch
2673000,Main urban area,Christchurch
2673100,Main urban area,Christchurch
2673200,Main urban area,Christchurch
2673300,Main urban area,Christchurch
2673400,Main urban area,Christchurch
2673500,Main urban area,Christchurch
2673600,Main urban area,Christchurch
2673700,Main urban area,Christchurch
2673800,Main urban area,Christchurch
2673900,Main urban area,Christchurch
2674001,Main urban area,Christchurch
2674002,Main urban area,Christchurch
2674101,Main urban area,Christchurch
2674102,Main urban area,Christchurch
2674200,Main urban area,Christchurch
2674300,Main urban area,Christchurch
2674400,Main urban area,Christchurch
2674500,Main urban area,Christchurch
2674600,Main urban area,Christchurch
2674700,Main urban area,Christchurch
2674800,Main urban area,Christchurch
2674900,Main urban area,Christchurch
2675000,Main urban area,Christchurch
2675100,Main urban area,Christchurch
2675200,Main urban area,Christchurch
2675301,Main urban area,Christchurch
2675302,Main urban area,Christchurch
2675400,Main urban area,Christchurch
2675500,Main urban area,Christchurch
2675600,Main urban area,Christchurch
2675700,Main urban area,Christchurch
2675800,Main urban area,Christchurch
2675900,Main urban area,Christchurch
2676000,Main urban area,Christchurch
2676101,Main urban area,Christchurch
2676102,Main urban area,Christchurch
2676200,Main urban area,Christchurch
2676300,Main urban area,Christchurch
2676400,Main urban area,Christchurch
2676500,Main urban area,Christchurch
2676600,Main urban area,Christchurch
2676700,Main urban area,Christchurch
2676800,Main urban area,Christchurch
2676900,Main urban area,Christchurch
2677000,Main urban area,Christchurch
2677100,Main urban area,Christchurch
2677200,Main urban area,Christchurch
2677300,Main urban area,Christchurch
2677400,Main urban area,Christchurch
2677500,Main urban area,Christchurch
2677600,Main urban area,Christchurch
2677700,Main urban area,Christchurch
2677800,Main urban area,Christchurch
2677900,Main urban area,Christchurch
2678000,Main urban area,Christchurch
2678100,Main urban area,Christchurch
2678200,Main urban area,Christchurch
2678300,Main urban area,Christchurch
2678400,Main urban area,Christchurch
2678500,Main urban area,Christchurch
2678600,Main urban area,Christchurch
2678700,Main urban area,Christchurch
2678800,Main urban area,Christchurch
2678900,Main urban area,Christchurch
2679000,Main urban area,Christchurch
2679100,Main urban area,Christchurch
2679200,Main urban area,Christchurch
2679300,Main urban area,Christchurch
2679400,Main urban area,Christchurch
2679500,Main urban area,Christchurch
2679600,Main urban area,Christchurch
2679700,Main urban area,Christchurch
2679800,Main urban area,Christchurch
2679900,Main urban area,Christchurch
2680000,Main urban area,Christchurch
2680100,Main urban area,Christchurch
2680200,Main urban area,Christchurch
2680300,Main urban area,Christchurch
2680400,Main urban area,Christchurch
2680500,Main urban area,Christchurch
2680600,Main urban area,Christchurch
2680700,Main urban area,Christchurch
2680800,Main urban area,Christchurch
2680900,Main urban area,Christchurch
2681000,Main urban area,Christchurch
2681100,Main urban area,Christchurch
2681200,Main urban area,Christchurch
2681300,Main urban area,Christchurch
2681400,Main urban area,Christchurch
2681500,Main urban area,Christchurch
2681600,Main urban area,Christchurch
2681700,Main urban area,Christchurch
2681800,Main urban area,Christchurch
2681900,Main urban area,Christchurch
2682000,Main urban area,Christchurch
2682100,Main urban area,Christchurch
2682200,Main urban area,Christchurch
2682300,Main urban area,Christchurch
2682400,Main urban area,Christchurch
2682500,Main urban area,Christchurch
2682600,Main urban area,Christchurch
2682700,Main urban area,Christchurch
2682800,Main urban area,Christchurch
2682900,Main urban area,Christchurch
2683000,Main urban area,Christchurch
2683100,Main urban area,Christchurch
2683200,Main urban area,Christchurch
2683300,Main urban area,Christchurch
2683400,Main urban area,Christchurch
2683500,Main urban area,Christchurch
2683600,Main urban area,Christchurch
2683700,Main urban area,Christchurch
2683800,Main urban area,Christchurch
2683900,Main urban area,Christchurch
2684000,Main urban area,Christchurch
2684100,Main urban area,Christchurch
2684200,Main urban area,Christchurch
2684300,Main urban area,Christchurch
2684400,Main urban area,Christchurch
2684500,Main urban area,Christchurch
2684600,Main urban area,Christchurch
2684700,Main urban area,Christchurch
2684800,Main urban area,Christchurch
2684900,Main urban area,Christchurch
2685000,Main urban area,Christchurch
2685100,Main urban area,Christchurch
2685200,Main urban area,Christchurch
2685300,Main urban area,Christchurch
2685400,Main urban area,Christchurch
2685500,Main urban area,Christchurch
2685600,Main urban area,Christchurch
2685700,Main urban area,Christchurch
2685800,Main urban area,Christchurch
2685900,Main urban area,Christchurch
2686000,Main urban area,Christchurch
2686100,Main urban area,Christchurch
2686200,Main urban area,Christchurch
2686300,Main urban area,Christchurch
2686400,Main urban area,Christchurch
2686500,Main urban area,Christchurch
2686600,Main urban area,Christchurch
2686700,Main urban area,Christchurch
2686800,Main urban area,Christchurch
2686900,Main urban area,Christchurch
2687000,Main urban area,Christchurch
2687100,Main urban area,Christchurch
2687200,Main urban area,Christchurch
2687300,Main urban area,Christchurch
2687400,Main urban area,Christchurch
2687500,Main urban area,Christchurch
2687600,Main urban area,Christchurch
2687700,Main urban area,Christchurch
2687800,Main urban area,Christchurch
2687900,Main urban area,Christchurch
2688000,Main urban area,Christchurch
2688100,Main urban area,Christchurch
2688200,Main urban area,Christchurch
2688300,Main urban area,Christchurch
2688400,Main urban area,Christchurch
2688500,Main urban area,Christchurch
2688600,Main urban area,Christchurch
2688700,Main urban area,Christchurch
2688800,Main urban area,Christchurch
2688900,Main urban area,Christchurch
2689000,Main urban area,Christchurch
2689100,Main urban area,Christchurch
2689200,Main urban area,Christchurch
2689300,Main urban area,Christchurch
2689400,Main urban area,Christchurch
2689500,Main urban area,Christchurch
2689600,Main urban area,Christchurch
2689700,Main urban area,Christchurch
2689800,Main urban area,Christchurch
2689900,Main urban area,Christchurch
2690000,Main urban area,Christchurch
2690100,Main urban area,Christchurch
2690200,Main urban area,Christchurch
2690300,Main urban area,Christchurch
2690400,Main urban area,Christchurch
2690500,Main urban area,Christchurch
2690600,Main urban area,Christchurch
2690700,Main urban area,Christchurch
2690800,Main urban area,Christchurch
2690900,Main urban area,Christchurch
2691000,Main urban area,Christchurch
2691100,Main urban area,Christchurch
2691200,Main urban area,Christchurch
2691300,Main urban area,Christchurch
2691400,Main urban area,Christchurch
2691500,Main urban area,Christchurch
2691600,Main urban area,Christchurch
2691700,Main urban area,Christchurch
2691800,Main urban area,Christchurch
2691900,Main urban area,Christchurch
2692000,Main urban area,Christchurch
2692100,Main urban area,Christchurch
2692200,Main urban area,Christchurch
